"","id","day_not_date","site_id","elevation_m_asl","aspect","species","project","plot_id","plant_id","veg_height_cm","rep_height_cm","wet_mass_g","dry_mass_g","leaf_area_cm2","leaf_thickness_mm","wet_sla_cm2_g","sla_cm2_g","ldmc","bulk_nr","wet_mass_total_g","leaf_thickness_1_mm","leaf_thickness_2_mm","leaf_thickness_3_mm","remark","new_species","n","leaf_area_total_cm2","wet_bulk_nr","wet_nr_pieces","dry_bulk_nr","dry_nr_pieces","dry_mass_total_g","check_scan","remarks","orchids","nr"
"86","EWF4402",5,1,2000,"east","cyperus_sphaerocephalus","T",5,2,3.5,9,0.02,NA,0.685,0.258333333333333,34.25,NA,NA,1,0.02,0.317,0.227,0.231,NA,NA,1,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ESZ4097",5,1,2000,"east","cyperus_sphaerocephalus","T",5,3,3,14,0.0174,NA,0.669,0.22,38.448275862069,NA,NA,1,0.0174,0.24,0.213,0.207,NA,NA,1,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ETA3080",5,1,2000,"east","cyperus_sphaerocephalus","T",1,3,5.5,13.5,0.018,0.0059,0.745666666666667,0.32,41.4259259259259,126.38418079096,0.327777777777778,3,0.054,0.251,0.3,0.409,NA,NA,3,2.237,3,3,3,3,0.0177,"no",NA,NA,150
"89","EJV1590",5,1,2000,"east","cyperus_sphaerocephalus","T",4,2,3.5,9.8,0.016275,NA,0.43375,0.305666666666667,26.6513056835637,NA,NA,4,0.0651,0.252,0.321,0.344,NA,NA,4,1.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","EKF0686",5,1,2000,"east","cyperus_sphaerocephalus","T",3,2,4.5,9.6,0.0226333333333333,0.007,1.08066666666667,0.390666666666667,47.7466863033873,154.380952380952,0.309278350515464,3,0.0679,0.388,0.38,0.404,NA,NA,5,3.242,3,3,3,3,0.021,"no",NA,NA,112
"91","FAG5025",5,1,2000,"west","diheteropogon_filifolius","T",1,3,9,NA,0.0172285714285714,NA,NA,0.434333333333333,NA,NA,NA,7,0.1206,0.452,0.455,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","DLO4343",5,1,2000,"west","diheteropogon_filifolius","T",3,1,12,NA,0.02305,NA,0.5325,0.438333333333333,23.1019522776573,NA,NA,6,0.1383,0.414,0.442,0.459,NA,NA,6,3.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ETK9752",5,1,2000,"east","diheteropogon_filifolius","T",5,3,12.5,NA,0.0153833333333333,NA,0.574666666666667,0.38,37.3564463705309,NA,NA,6,0.0923,0.392,0.363,0.385,NA,NA,6,3.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ETE2860",5,1,2000,"east","diheteropogon_filifolius","T",5,1,11,NA,0.00768333333333333,NA,0.213333333333333,0.363,27.765726681128,NA,NA,6,0.0461,0.412,0.342,0.335,NA,NA,6,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ELE3433",5,1,2000,"east","diheteropogon_filifolius","T",5,2,14,NA,0.0293,0.009,0.586,0.544333333333333,20,65.1111111111111,0.307167235494881,1,0.0293,0.594,0.455,0.584,NA,NA,1,0.586,1,1,1,1,0.009,"no",NA,NA,169
"96","ESM0782",5,1,2000,"east","diheteropogon_filifolius","T",1,2,8.7,NA,0.0103333333333333,0.00366666666666667,0.297,0.416333333333333,28.741935483871,81,0.354838709677419,3,0.031,0.443,0.409,0.397,NA,NA,3,0.891,3,3,3,3,0.011,"no",NA,NA,123
"97","EUH1724",5,1,2000,"west","diheteropogon_filifolius","T",3,2,6,NA,0.0133,NA,0.28475,0.328,21.4097744360902,NA,NA,4,0.0532,0.311,0.312,0.361,NA,NA,4,1.139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","FBA6808",5,1,2000,"west","diheteropogon_filifolius","T",1,2,11,NA,0.0180714285714286,0.0058,0.433857142857143,0.429333333333333,24.0079051383399,74.8029556650246,0.32094861660079,7,0.1265,0.428,0.418,0.442,NA,NA,7,3.037,7,7,7,7,0.0406,"no",NA,NA,87
"99","EBI9907",5,1,2000,"west","diheteropogon_filifolius","T",1,1,10.5,NA,0.00922,NA,0.3092,0.344666666666667,33.5357917570499,NA,NA,10,0.0922,0.428,0.24,0.366,NA,NA,10,3.092,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","EZZ2535",5,1,2000,"west","diheteropogon_filifolius","T",3,3,12,NA,0.0201,NA,0.457777777777778,0.538,22.7750138197899,NA,NA,9,0.1809,0.578,0.497,0.539,NA,NA,9,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","EAH2584",5,1,2000,"east","diheteropogon_filifolius","T",2,2,14.4,8.1,0.02298,0.00826,0.501,0.379666666666667,21.8015665796345,60.6537530266344,0.359442993907746,5,0.1149,0.457,0.37,0.312,NA,NA,5,2.505,5,5,5,5,0.0413,"no",NA,NA,30
"102","EKU1328",5,1,2000,"east","diheteropogon_filifolius","T",3,3,10.6,NA,0.02808,0.01006,0.5932,0.502333333333333,21.1253561253561,58.9662027833002,0.358262108262108,5,0.1404,0.727,0.278,0.502,NA,NA,5,2.966,5,5,5,5,0.0503,"no",NA,NA,60
"103","ENA2761",5,1,2000,"east","diheteropogon_filifolius","T",1,1,13,14,0.0268,NA,0.639,0.499666666666667,23.8432835820896,NA,NA,1,0.0268,0.379,0.515,0.605,NA,NA,1,0.639,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","EIS1610",5,1,2000,"east","diheteropogon_filifolius","T",1,3,18,NA,0.02638,NA,NA,0.428666666666667,NA,NA,NA,5,0.1319,0.527,0.46,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","EHM7790",6,2,2200,"east","diheteropogon_filifolius","T",5,1,21,NA,0.0239166666666667,0.00691666666666667,0.510666666666667,0.476,21.3519163763066,73.8313253012048,0.289198606271777,6,0.1435,0.433,0.523,0.472,"re-weighed",NA,6,3.064,6,6,6,6,0.0415,"no",NA,NA,1189
"106","EHQ2940",6,2,2200,"east","diheteropogon_filifolius","T",5,2,9.4,NA,0.0106166666666667,0.0033,0.2985,0.455666666666667,28.116169544741,90.4545454545454,0.310832025117739,6,0.0637,0.466,0.434,0.467,NA,NA,6,1.791,6,6,6,6,0.0198,"no",NA,NA,1194
"107","DJF3480",6,2,2200,"east","elionurus_muticus","T",1,1,16.5,NA,0.02378,0.00964,0.5774,0.238666666666667,24.2809083263246,59.896265560166,0.4053826745164,5,0.1189,0.259,0.249,0.208,NA,NA,5,2.887,5,5,5,5,0.0482,"no",NA,NA,477
"108","EGZ5730",6,2,2200,"east","elionurus_muticus","T",5,NA,18.1,NA,0.0384,0.01635,1.165,0.328333333333333,30.3385416666667,71.2538226299694,0.42578125,4,0.1536,0.251,0.374,0.36,"plantID not written so not on envelope.",NA,5,4.66,4,4,4,4,0.0654,"no",NA,NA,234
"109","EFN0929",6,2,2200,"west","elionurus_muticus","T",2,1,14,NA,0.041625,0.0163,0.95825,0.469333333333333,23.021021021021,58.7883435582822,0.391591591591592,4,0.1665,0.399,0.555,0.454,NA,NA,4,3.833,4,4,4,4,0.0652,"no",NA,NA,278
"110","ECF6137",3,1,2000,"west","eragrostis_capensis","T",2,3,11.6,28.5,0.0129,NA,0.752,0.214666666666667,58.2945736434108,NA,NA,1,0.0129,0.214,0.223,0.207,NA,NA,1,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","ECA2095",3,1,2000,"west","eragrostis_capensis","T",2,1,6.3,18.3,0.0096,NA,0.715,0.112666666666667,74.4791666666667,NA,NA,1,0.0096,0.113,0.122,0.103,NA,NA,1,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","EBK7546",3,1,2000,"west","eragrostis_capensis","T",2,2,3.9,30.5,0.00695,NA,0.367,0.204,52.8057553956835,NA,NA,2,0.0139,0.178,0.201,0.233,NA,NA,2,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","DKW3585",5,1,2000,"west","eragrostis_capensis","T",4,3,5.6,8.9,0.0061,NA,0.208,0.139333333333333,34.0983606557377,NA,NA,1,0.0061,0.144,0.143,0.131,NA,NA,1,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","EBR8070",5,1,2000,"west","eragrostis_capensis","T",4,2,6.5,11.8,0.00688333333333333,NA,0.45,0.190333333333333,65.3753026634382,NA,NA,6,0.0413,0.182,0.172,0.217,NA,NA,6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","ELA6579",5,1,2000,"east","eragrostis_capensis","T",5,1,8,NA,0.018,NA,1.50825,0.167666666666667,83.7916666666667,NA,NA,4,0.072,0.172,0.137,0.194,NA,NA,4,6.033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","ETF9058",5,1,2000,"east","eragrostis_capensis","T",5,3,5,NA,0.0127,0.00383333333333333,1.02,0.129666666666667,80.3149606299213,266.086956521739,0.301837270341207,3,0.0381,0.138,0.132,0.119,NA,NA,3,3.06,3,3,3,3,0.0115,"no",NA,NA,167
"117","EIW5495",5,1,2000,"east","eragrostis_capensis","T",4,4,5.5,45,0.01785,0.00705,1.047,0.198,58.6554621848739,148.510638297872,0.394957983193277,2,0.0357,0.201,0.196,0.197,"reproductive height seems large compared to veg but recorded as written",NA,3,2.094,2,2,2,2,0.0141,"no",NA,NA,165
"118","EJA1803",5,1,2000,"east","eragrostis_capensis","T",4,3,5,15,0.0149,NA,0.885,0.178666666666667,59.3959731543624,NA,NA,1,0.0149,0.174,0.179,0.183,NA,NA,1,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","EUS2125",5,1,2000,"west","eragrostis_capensis","T",1,3,4,26,0.0108,NA,0.656,0.192666666666667,60.7407407407407,NA,NA,2,0.0216,0.191,0.197,0.19,NA,NA,2,1.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","EAC7969",5,1,2000,"east","eragrostis_capensis","T",3,2,7.9,NA,0.02442,0.00828,1.8696,0.108333333333333,76.5601965601966,225.797101449275,0.339066339066339,5,0.1221,0.103,0.104,0.118,NA,NA,5,9.348,5,5,5,5,0.0414,"no",NA,NA,63
"121","ETM5059",5,1,2000,"east","eragrostis_capensis","T",5,2,5.5,NA,0.0146666666666667,0.00496666666666667,1.15033333333333,0.131666666666667,78.4318181818182,231.610738255034,0.338636363636364,3,0.044,0.14,0.141,0.114,NA,NA,3,3.451,3,3,3,3,0.0149,"no",NA,NA,115
"122","EKB0320",5,1,2000,NA,"eragrostis_capensis","T",3,1,4,NA,0.0281,NA,2.123,0.158333333333333,75.5516014234876,NA,NA,1,0.0281,0.101,0.149,0.225,"no aspect noted",NA,1,2.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","ENP6757",5,1,2000,"east","eragrostis_capensis","T",3,2,5,NA,0.00905,0.002825,0.8095,0.121,89.4475138121547,286.548672566372,0.312154696132597,4,0.0362,0.155,0.142,0.066,NA,NA,4,3.238,4,4,4,4,0.0113,"no",NA,NA,151
"124","DLE8868",5,1,2000,"west","eragrostis_capensis","T",4,1,4.2,7.2,0.00532,NA,0.3074,0.148,57.781954887218,NA,NA,5,0.0266,0.183,0.131,0.13,NA,NA,5,1.537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","EKM0437",5,1,2000,"east","eragrostis_capensis","T",2,1,7.7,NA,0.02238,NA,1.519,0.214333333333333,67.8731009830205,NA,NA,5,0.1119,0.213,0.233,0.197,NA,NA,5,7.595,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","EPX9304",5,1,2000,"east","eragrostis_capensis","T",2,2,9.5,NA,0.02178,NA,1.7464,0.136666666666667,80.1836547291093,NA,NA,5,0.1089,0.124,0.148,0.138,"aspect missing, probably east but need to aggregate to check",NA,5,8.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","EUT7388",5,1,2000,"west","eragrostis_capensis","T",1,2,6,22.5,0.0225,NA,1.627,0.192333333333333,72.3111111111111,NA,NA,1,0.0225,0.201,0.183,0.193,NA,NA,1,1.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","EVB8368",5,1,2000,"west","eragrostis_capensis","T",1,1,9.5,20,0.02205,NA,1.116,0.159333333333333,50.6122448979592,NA,NA,2,0.0441,0.171,0.156,0.151,NA,NA,2,2.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","EAP2076",5,1,2000,"west","eragrostis_capensis","T",5,2,6,9,0.0273,NA,1.5295,0.203666666666667,56.025641025641,NA,NA,2,0.0546,0.215,0.205,0.191,"missing aspect :(  was in a bulk of west aspect!",NA,2,3.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","EMU1106",5,1,2000,"east","eragrostis_capensis","T",1,1,3,NA,0.0181,NA,1.258,0.161666666666667,69.5027624309392,NA,NA,2,0.0362,0.163,0.147,0.175,NA,NA,2,2.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","ENT1254",5,1,2000,"east","eragrostis_capensis","T",3,3,4,NA,0.0257,NA,1.766,0.306333333333333,68.715953307393,NA,NA,1,0.0257,0.311,0.381,0.227,NA,NA,1,1.766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","EML0811",5,1,2000,"east","eragrostis_capensis","T",1,2,7,NA,0.01275,NA,0.999,0.187,78.3529411764706,NA,NA,2,0.0255,0.244,0.156,0.161,NA,NA,2,1.998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","EOC3343",5,1,2000,"east","eragrostis_capensis","T",4,2,4,18,0.02115,NA,1.267,0.191333333333333,59.9054373522459,NA,NA,2,0.0423,0.189,0.218,0.167,NA,NA,2,2.534,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","EDC2630",6,2,2200,"west","eragrostis_capensis","T",4,3,6,NA,0.016,0.0051,1.235,0.210666666666667,77.1875,242.156862745098,0.31875,2,0.032,0.273,0.154,0.205,NA,NA,2,2.47,2,2,2,2,0.0102,"no",NA,NA,996
"135","EHB5866",6,2,2200,"east","eragrostis_capensis","T",5,2,10,NA,0.0288333333333333,NA,1.53233333333333,0.196,53.1445086705202,NA,NA,3,0.0865,0.204,0.199,0.185,NA,NA,3,4.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","ERO5867",6,2,2200,"west","eragrostis_capensis","T",2,1,6,21,0.01805,0.0029,1.1885,0.166333333333333,65.8448753462604,409.827586206897,0.160664819944598,2,0.0361,0.172,0.161,0.166,NA,NA,3,2.377,2,2,2,2,0.0058,"no",NA,NA,1190
"137","EYI4944",3,1,2000,"west","eragrostis_racemosa","T",2,1,6.6,8.6,0.01005,NA,0.5,0.156,49.7512437810945,NA,NA,2,0.0201,0.155,0.168,0.145,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","EXP4884",3,1,2000,"west","eragrostis_racemosa","T",2,3,4.4,9.6,0.0098,NA,0.536,0.201333333333333,54.6938775510204,NA,NA,1,0.0098,0.214,0.208,0.182,NA,NA,1,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","FAO6495",5,1,2000,"west","eragrostis_racemosa","T",3,3,4,8,0.0052,NA,0.386,0.152,74.2307692307692,NA,NA,1,0.0052,0.156,0.164,0.136,NA,NA,1,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","EUK4736",5,1,2000,"west","eragrostis_racemosa","T",3,2,2.4,16.6,0.00433333333333333,0.00193333333333333,0.252333333333333,0.167333333333333,58.2307692307692,130.51724137931,0.446153846153846,3,0.013,0.165,0.174,0.163,NA,NA,3,0.757,3,3,3,3,0.0058,"no",NA,NA,131
"141","EBL4321",5,1,2000,"west","eragrostis_racemosa","T",1,2,4,8.5,0.0043,NA,0.2925,0.146,68.0232558139535,NA,NA,2,0.0086,0.148,0.141,0.149,NA,NA,2,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","EWJ2397",5,1,2000,"east","eragrostis_racemosa","T",5,2,3,9,0.0083,NA,0.4375,0.17,52.710843373494,NA,NA,2,0.0166,0.189,0.182,0.139,NA,NA,2,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","EAG7349",5,1,2000,"west","eragrostis_racemosa","T",5,3,2.5,10,0.00421666666666667,0.00231666666666667,0.158166666666667,0.212,37.5098814229249,68.273381294964,0.549407114624506,6,0.0253,0.229,0.175,0.232,NA,NA,6,0.949,6,6,6,6,0.0139,"no",NA,NA,68
"144","ENC2960",5,1,2000,"east","eragrostis_racemosa","T",3,2,4,8,0.00646,0.00264,0.3598,0.2,55.6965944272446,136.287878787879,0.408668730650155,5,0.0323,0.228,0.184,0.188,NA,NA,5,1.799,5,5,5,5,0.0132,"no",NA,NA,125
"145","EBC2849",5,1,2000,"east","eragrostis_racemosa","T",1,2,7,10,0.015975,NA,1.07925,0.154666666666667,67.5586854460094,NA,NA,4,0.0639,0.173,0.149,0.142,"missing aspect :(, was in a batch of east",NA,4,4.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","EBS4655",5,1,2000,"west","eragrostis_racemosa","T",2,2,10.1,9.9,0.0366,0.0118,1.611,0.203666666666667,44.0163934426229,136.525423728814,0.322404371584699,1,0.0366,0.204,0.203,0.204,NA,NA,1,1.611,1,1,1,1,0.0118,"no",NA,NA,76
"147","EBH1122",5,1,2000,"west","eragrostis_racemosa","T",1,1,3,6.5,0.01,0.0044,0.592,0.183,59.2,134.545454545455,0.44,1,0.01,0.179,0.188,0.182,NA,NA,1,0.592,1,1,1,1,0.0044,"no",NA,NA,77
"148","EAE4698",5,1,2000,"east","eragrostis_racemosa","T",5,3,3.5,9.5,0.008,0.0033,0.509,0.157,63.625,154.242424242424,0.4125,2,0.016,0.135,0.16,0.176,NA,NA,2,1.018,2,2,2,2,0.0066,"no",NA,NA,66
"149","EOA8214",5,1,2000,"east","eragrostis_racemosa","T",4,2,5,12,0.0168,NA,1.112,0.167,66.1904761904762,NA,NA,1,0.0168,0.164,0.172,0.165,NA,NA,2,1.112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","EUA6114",5,1,2000,"west","eragrostis_racemosa","T",1,3,4.5,8,0.007325,NA,0.4655,0.184333333333333,63.5494880546075,NA,NA,4,0.0293,0.186,0.174,0.193,NA,NA,4,1.862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","ENJ0630",5,1,2000,"west","eragrostis_racemosa","T",5,1,4,7.4,0.00482,NA,0.1444,0.274,29.9585062240664,NA,NA,5,0.0241,0.224,0.308,0.29,NA,NA,5,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","EJI5463",5,1,2000,"east","eragrostis_racemosa","T",4,1,5,10,0.0148666666666667,NA,0.832333333333333,0.190333333333333,55.9865470852018,NA,NA,3,0.0446,0.202,0.184,0.185,NA,NA,4,2.497,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","EJE6675",5,1,2000,"east","eragrostis_racemosa","T",4,3,3,11,0.0073,NA,0.5046,0.149333333333333,69.1232876712329,NA,NA,5,0.0365,0.142,0.151,0.155,NA,NA,5,2.523,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","ENY3669",5,1,2000,"east","eragrostis_racemosa","T",1,3,5.3,11.5,0.0181,NA,1.087,0.163,60.0552486187845,NA,NA,1,0.0181,0.158,0.167,0.164,NA,NA,1,1.087,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","EQE6962",6,2,2200,"west","eragrostis_racemosa","T",5,2,3,NA,0.01146,0.00454,0.7674,0.198,66.9633507853403,169.030837004405,0.396160558464223,5,0.0573,0.208,0.204,0.182,NA,NA,6,3.837,5,5,5,5,0.0227,"no",NA,NA,871
"156","HRX5119",6,2,2200,"east","eragrostis_racemosa","T",4,1,4,NA,0.01815,0.006,1.0955,0.189666666666667,60.3581267217631,182.583333333333,0.330578512396694,2,0.0363,0.188,0.18,0.201,NA,NA,2,2.191,2,2,2,2,0.012,"no",NA,NA,1075
"157","EDV8592",6,2,2200,"west","eragrostis_racemosa","T",4,1,7.5,13,0.0182,NA,1.076,0.241333333333333,59.1208791208791,NA,NA,2,0.0364,0.235,0.218,0.271,NA,NA,2,2.152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","DPL1630",6,2,2200,"west","eragrostis_racemosa","T",3,1,4.7,8.8,0.00766666666666667,0.00296666666666667,0.47,0.181,61.304347826087,158.426966292135,0.38695652173913,3,0.023,0.182,0.184,0.177,NA,NA,3,1.41,3,3,3,3,0.0089,"no",NA,NA,1502
"159","ETU4273",5,1,2000,"west","eulalia_villosa","T",3,1,3,28.4,0.0277,NA,1.402,0.226,50.6137184115523,NA,NA,1,0.0277,0.227,0.222,0.229,NA,NA,1,1.402,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","EUE2064",5,1,2000,"west","eulalia_villosa","T",4,1,6.5,NA,0.0342666666666667,NA,1.64066666666667,0.243666666666667,47.8793774319066,NA,NA,3,0.1028,0.254,0.22,0.257,NA,NA,3,4.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","ERA5597",5,1,2000,"west","eulalia_villosa","T",5,2,5.5,NA,0.034375,0.009325,1.546,0.258333333333333,44.9745454545454,165.790884718499,0.271272727272727,4,0.1375,0.275,0.264,0.236,NA,NA,4,6.184,4,4,4,4,0.0373,"no",NA,NA,116
"162","EUN5134",5,1,2000,"west","eulalia_villosa","T",3,2,5.6,NA,0.0373,NA,1.606,0.254333333333333,43.0563002680965,NA,NA,1,0.0373,0.259,0.255,0.249,NA,NA,1,1.606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","EJL3224",5,1,2000,"west","eulalia_villosa","T",3,3,5.9,NA,0.0359,NA,1.67833333333333,0.238333333333333,46.7502321262767,NA,NA,3,0.1077,0.25,0.241,0.224,NA,NA,3,5.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","ESY0261",5,1,2000,"west","eulalia_villosa","T",5,1,4,NA,0.0345666666666667,NA,1.45233333333333,0.281333333333333,42.0154291224687,NA,NA,3,0.1037,0.298,0.28,0.266,NA,NA,3,4.357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","EMN3404",5,1,2000,"east","euphorbia_stricta","T",1,1,23.5,NA,0.00526,0.002,0.1878,0.266333333333333,35.7034220532319,93.9,0.380228136882129,5,0.0263,0.277,0.262,0.26,NA,NA,6,0.939,5,5,5,5,0.01,"no",NA,NA,152
"166","DMH1342",5,1,2000,"west","euphorbia_stricta","T",3,1,10.3,NA,0.003075,NA,0.16625,0.214666666666667,54.0650406504065,NA,NA,4,0.0123,0.25,0.242,0.152,NA,"euphorbia_stricta",4,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","EEP2906",6,2,2200,"west","felicia_muricata","T",2,1,6.1,NA,0.0043,0.00095,0.1105,0.319666666666667,25.6976744186047,116.315789473684,0.22093023255814,8,0.0344,0.313,0.33,0.316,NA,NA,8,0.884,8,8,8,8,0.0076,"no",NA,NA,279
"168","EXT0161",3,1,2000,"west","ficinia_cinnamomea","T",2,1,4.1,10.7,0.0158,NA,0.437,0.378666666666667,27.6582278481013,NA,NA,1,0.0158,0.448,0.33,0.358,NA,NA,1,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","EZT1660",5,1,2000,"west","ficinia_cinnamomea","T",1,2,6,10,0.01278,NA,0.457,0.368333333333333,35.7589984350548,NA,NA,5,0.0639,0.361,0.409,0.335,NA,NA,5,2.285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","EIZ3663",5,1,2000,"east","ficinia_cinnamomea","T",4,3,6.5,17,0.012025,0.00435,0.2825,0.410666666666667,23.4927234927235,64.9425287356322,0.361746361746362,4,0.0481,0.465,0.369,0.398,NA,NA,4,1.13,4,4,4,4,0.0174,"no",NA,NA,126
"171","EZH6611",5,1,2000,"west","ficinia_cinnamomea","T",1,1,5,12.5,0.0115333333333333,NA,0.354833333333333,0.387666666666667,30.7658959537572,NA,NA,6,0.0692,0.371,0.388,0.404,NA,NA,6,2.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","DLN5485",5,1,2000,"west","ficinia_cinnamomea","T",4,1,5.5,14,0.01265,NA,0.409333333333333,0.426,32.3583662714097,NA,NA,6,0.0759,0.394,0.444,0.44,NA,NA,6,2.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","DOI1985",5,1,2000,"west","ficinia_cinnamomea","T",4,2,16,2,0.02895,NA,0.506,0.486,17.4784110535406,NA,NA,2,0.0579,0.479,0.481,0.498,NA,NA,1,1.012,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","EOY4225",5,1,2000,"east","ficinia_cinnamomea","T",3,1,10,22,0.0157,NA,0.3988,0.410666666666667,25.4012738853503,NA,NA,5,0.0785,0.363,0.445,0.424,NA,NA,5,1.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","EDS5995",6,2,2200,"west","ficinia_cinnamomea","T",4,3,11,NA,0.0194,0.0053,0.635,0.442,32.7319587628866,119.811320754717,0.27319587628866,2,0.0388,0.444,0.45,0.432,NA,NA,2,1.27,2,2,2,2,0.0106,"no",NA,NA,616
"176","DXC4820",6,2,2200,"west","ficinia_cinnamomea","T",5,1,15,NA,0.01942,0.00586,0.3453,0.482333333333333,17.7806385169928,58.9249146757679,0.301750772399588,10,0.1942,0.591,0.43,0.426,"plotID missing on envelope.",NA,11,3.453,10,10,10,10,0.0586,"no",NA,NA,460
"177","CYD1816",6,2,2200,"east","ficinia_cinnamomea","T",3,1,10.5,14,0.0180166666666667,0.00578333333333333,0.356833333333333,0.374,19.8057354301573,61.700288184438,0.32099907493062,6,0.1081,0.395,0.397,0.33,NA,NA,9,2.141,6,6,6,6,0.0347,"no","W",NA,895
"178","EDI3904",6,2,2200,"east","ficinia_cinnamomea","T",2,2,16.5,NA,0.0328333333333333,0.0123666666666667,1.05366666666667,0.225666666666667,32.0913705583756,85.2021563342318,0.376649746192893,3,0.0985,0.27,0.229,0.178,NA,NA,3,3.161,3,3,3,3,0.0371,"no",NA,NA,994
"179","DLG7118",5,1,2000,"west","gerbera_piloselloides","T",1,1,0.1,NA,0.7328,NA,6.937,0.808,9.46643013100437,NA,NA,1,0.7328,0.853,0.852,0.719,NA,"gerbera_piloselloides",1,6.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","EOG0216",6,2,2200,"west","gnidia_caffra","T",4,1,5,NA,0.00265,0.00078,0.1413,0.180666666666667,53.3207547169811,181.153846153846,0.294339622641509,10,0.0265,0.186,0.18,0.176,NA,"gnidia_caffra",10,1.413,10,10,10,10,0.0078,"no",NA,NA,1001
"181","EWQ1393",6,2,2200,"west","gnidia_caffra","T",5,2,9,NA,0.0019,0.000666666666666667,0.124777777777778,0.416333333333333,65.672514619883,187.166666666667,0.350877192982456,9,0.0171,0.526,0.422,0.301,NA,"gnidia_caffra",9,1.123,9,9,9,9,0.006,"no",NA,NA,1499
"182","EHF3969",6,2,2200,"east","haplocarpha_scaposa","T",5,3,NA,NA,0.2634,0.0423,4.29,0.952666666666667,16.2870159453303,101.418439716312,0.160592255125285,1,0.2634,0.865,1.037,0.956,NA,NA,1,4.29,1,1,1,1,0.0423,"no",NA,NA,1504
"183","EOB8419",5,1,2000,"east","helichrysum_auronitens","T",4,1,8.1,NA,0.00946,NA,0.2998,0.518333333333333,31.6913319238901,NA,NA,5,0.0473,0.553,0.564,0.438,NA,"helichrysum_auronitens",5,1.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
