"","curveid","topt_tleaf","topt_tleaf_cond","topt_tleaf_vpdl","topt_tleaf_vpdl_cond","topt_weib","breadth_tleaf","breadth_tleaf_cond","breadth_tleaf_vpdl","breadth_tleaf_vpdl_cond","breadth_weib","AIC_tleaf","AIC_tleaf_cond","AIC_tleaf_vpdl","AIC_tleaf_vpdl_cond","concurvity_tleaf","concurvity_tleaf_cond","concurvity_tleaf_vpdl","concurvity_tleaf_vpdl_cond"
"88",99,22.9171606060606,22.2425651515152,27.4144636363636,25.6155424242424,22.5145855518963,7.1609,7.5351,7.79775,7.79775,7.838,-628.499850571581,-780.02734904003,-839.40160865953,-843.595425685516,1.44627537182508e-23,1.15603758916182e-22,1.36643252882434e-21,4.1885425037631e-21
"89",100,25.3261338383838,25.5570015151515,26.7113398989899,24.8643984848485,25.3712684986237,12.43455,11.9208,12.26575,12.0093,11.376,-697.437263906181,-720.734607956939,-744.72627983895,-763.000794962072,1.47438731319601e-23,2.95776880579842e-23,3.02417949647124e-21,6.77599524071299e-21
"90",118,22.7524368686869,21.9529297979798,15.75675,17.1558873737374,21.9705184045454,8.79565,8.79565,9.5494,9.5494,9.679,-744.235348304454,-879.631859528648,-1056.24692229009,-1060.45571131481,3.07127844152424e-23,9.00082056621658e-23,8.20893301350743e-22,1.50578200674952e-21
"91",119,22.0392454545455,21.4277,29.7854878787879,23.4661848484849,21.2460645239099,8.05085,8.4333,8.7148,8.7148,8.467,-206.959641557082,-279.73915918871,-247.301040438743,-284.921474669152,4.90471810374336e-23,6.63972501124321e-22,1.99963713413463e-21,9.0936526508553e-21
"92",120,22.0798580808081,22.3163282828283,27.0457323232323,27.0457323232323,21.4739735479723,7.4463,7.4602,8.9622,8.9622,8.299,-147.06689243889,-475.835417421116,-687.629709984056,-687.628547223552,7.50448638209451e-28,3.02631857651415e-24,7.20402083325577e-26,3.86328754346949e-24
"93",121,20.5709045454545,20.9820358585859,20.3653388888889,20.9820358585859,20.4187693719138,3.83835,3.261,4.1782,4.10485,4.766,517.979894895576,470.264034072504,385.285007158544,382.05181386984,2.04440792773834e-28,5.31683462807613e-27,3.580331853247e-25,3.72796795053444e-25
"94",21,22.587495770202,21.1733840277778,19.0522164141414,18.1094752525253,22.7528575478282,9.371275,9.3405583333334,9.6969666666667,9.8515416666667,9.962,-1905.480896906,-1984.73218622239,-2269.02088142264,-2351.77007014498,1.17192057694553e-26,4.36276587871644e-26,1.19426349801479e-20,1.58308370527473e-20
"95",125,23.3895506216006,23.3895506216006,29.6937838189588,26.6677518842269,23.4966018325393,8.8669692307692,8.1618538461538,8.1618538461538,8.1618538461538,8.754,-937.924483773595,-1682.78048561552,-1658.49151487072,-1707.07720231715,2.33359035577886e-28,3.41098183030756e-26,1.09187558384882e-24,6.93120841001765e-24
"96",124,27.6860206682207,27.9113475524475,31.0659239316239,29.4886357420357,26.996683597283,7.0596846153846,7.3447692307693,7.4555153846154,7.3389692307692,8.72,-1387.24926435145,-1910.3800917258,-2041.54700234987,-2109.92647974997,1.51656212345091e-27,3.63337749670747e-27,2.26468313602502e-25,6.9236558597053e-25
"97",126,23.0182025252525,23.2286515151515,17.9674267676768,23.2286515151515,22.90843312762,7.67295,8.0585,7.9913,8.0585,7.716,-665.576046841928,-914.099382592217,-838.347481178654,-913.560399415921,3.17983719254089e-23,1.36145732309199e-21,2.4476705236202e-21,3.72869664296619e-21
"98",127,23.5963171717172,23.360254040404,23.1241909090909,23.8323803030303,22.5557544831901,7.49065,7.66945,7.7965,7.72505,7.146,-729.997680412444,-1164.83252791523,-1199.31195736048,-1234.24890943763,7.90454563615398e-30,6.56937863333749e-28,7.76870219461652e-27,1.6845479199345e-26
"99",25,21.1635909090909,20.9146171717172,18.4248797979798,16.4330898989899,20.0371390437503,8.60365,8.07335,8.42785,8.4775,7.826,-944.841793539572,-1371.25462292637,-1374.65573437061,-1587.8324089459,3.09355652985099e-23,2.35617279775484e-22,1.11085551665028e-21,6.26150270206527e-21
"100",31,20.1730166666667,20.1730166666667,23.7297772727273,22.0560075757576,19.6063565260929,6.9605,7.89665,7.82425,8.1399,5.137,-943.400079091163,-1724.68209149538,-1851.91789778473,-1929.19498039311,2.44421321751519e-23,1.49074978437887e-22,4.2815337343361e-21,2.98905572427721e-20
"101",22,19.1172263273763,18.4016834757834,27.4652262626262,28.1807691142191,18.1792780122504,8.6192846153846,8.6053846153846,7.1653846153846,7.7515692307693,7.14,-461.260146748624,-931.34712415585,-679.320257181587,-1392.17030971644,1.27591760791798e-28,5.01972764289153e-27,1.6272742579872e-25,1.20164792342476e-24
"102",26,23.0469282051282,23.0469282051282,22.5470615384615,23.0469282051282,21.2919857893849,7.1869384615384,6.5914307692308,8.4529615384615,8.6846230769231,8.163,-409.913131198403,-557.38444843542,-1022.70907005758,-1468.26211998613,9.41182582615027e-24,3.54584300322422e-23,8.88017872342328e-22,3.03474983994351e-21
"103",27,13.5187,13.5187,13.5187,22.2800333333333,16.5449711357282,7.60755,7.60755,7.70535,7.60755,6.017,-631.376805339409,-631.292627091064,-733.607007891774,-833.073462250551,4.26050902284219e-29,1.81236006998324e-27,2.32596909657777e-21,6.65689392522453e-21
"104",28,21.10395,21.10395,21.7461090909091,21.7461090909091,20.7106266033748,10.14675,9.88885,10.45545,10.28375,10.826,-846.064122263894,-894.827558291416,-962.811368953072,-1025.47553046652,4.75743807456364e-28,1.20552720970176e-27,2.16169881155995e-25,2.99614838424331e-25
"105",44,22.1291227272727,21.6695590909091,21.8993409090909,22.1291227272727,20.5005534134497,10.3973,10.12245,10.5101,10.5988,8.437,-478.679492081608,-536.270603696561,-742.216134584587,-843.508792894709,2.37698163524951e-23,5.77160316315046e-23,1.99393386097388e-21,2.3241421302877e-21
"106",47,20.358051010101,20.1316090909091,20.1316090909091,11.9797,17.86334777658,12.24435,12.36865,12.24435,12.36865,10.931,-899.839061775788,-991.680747599408,-923.336291472457,-1029.62999014886,1.95025411752298e-29,1.59777312442089e-28,2.2985329404602e-21,3.96781308574056e-21
"107",46,24.2262391245792,25.9569087334888,17.3035606889407,12.9768866666667,24.5486474213676,12.1007307692308,12.3503769230769,11.9484461538461,12.2772615384615,14.456,-939.603178847308,-1247.98094108013,-974.602894555873,-1294.76116552681,1.90774446229397e-23,4.91072421101265e-23,7.82765442373653e-22,3.7900760533342e-21
"108",54,25.4059070707071,25.1652621212121,11.4485,26.1278419191919,23.7320765644562,15.8516,15.39805,15.60265,15.5089,13.09,-706.301866643068,-764.918857364306,-1029.5257375172,-1034.98201232563,1.33924457231947e-23,3.79338925279958e-23,4.27079053492245e-21,4.60447326592576e-20
"109",115,21.0342363636364,21.2524984848485,33.038653030303,28.4551484848485,20.2054004180334,9.126,9.51485,9.99505,9.51485,11.165,-734.326075933941,-1019.66055745459,-970.379571758353,-1056.82763976957,4.78614649058626e-25,8.75427619902747e-24,2.29975037333809e-22,7.71405018084576e-22
"110",114,22.1251404040404,21.9065636363636,19.720795959596,22.7808707070707,21.9411225581499,8.4524,8.9983,8.9983,9.061,9.088,-874.84422051412,-987.295776499183,-992.369142916308,-1053.56064691074,1.60878067103855e-23,5.32999659954588e-23,1.2153932810271e-21,3.67756376194516e-21
"111",78,28.4158207070707,28.898445959596,31.0702595959596,29.3810712121212,26.2540084343599,9.19525,10.43495,9.9963,10.3561,9.855,-1353.39652292063,-1533.90762628195,-1551.60161931205,-1533.22757208956,6.88509809612036e-28,4.57770990509214e-27,3.09004621305241e-25,4.65957633208533e-25
"112",79,24.725438989899,24.9976222222222,13.02156,27.1750880808081,22.5401660440197,5.377,5.06516,5.64388,5.77482,6.529,-794.087924470284,-967.974217012814,-1032.48865847474,-1259.09355858825,3.77801922112535e-27,6.96825489485008e-26,8.2008993630645e-26,2.56350967904584e-25
"113",81,17.31555,17.31555,16.8495944444444,16.6166166666667,19.8363904626488,8.00435,7.53315,7.70135,7.4768,9.526,-1489.27301626203,-1594.0406305155,-1610.36510209732,-1625.34421838506,4.50700014213544e-28,1.41110230900625e-27,3.54844763180412e-25,3.74503478894847e-25
"114",82,21.6956128787879,20.9911672727273,24.7482105050505,24.5133953030303,20.6644267188966,9.261185,7.180425,8.03391,7.690305,10.259,-964.158074478774,-1094.45908710577,-1529.62593300289,-1587.57735530351,1.03306827608285e-28,3.09345313354719e-28,5.98150047096047e-22,6.91958848329182e-22
"115",1054,15.392302516835,14.9211832154882,12.8011463594276,13.2722656607744,15.5009925951273,7.6915666666667,7.2555833333333,7.8028875,7.5498333333333,7.435,-3317.56701698923,-3376.7934818828,-3392.62324251001,-3405.47794914509,2.72051993666808e-28,4.43254836909126e-27,3.70844086115187e-22,8.80811939394404e-22
"116",1063,19.7150858585858,19.7150858585858,15.3618333333333,15.3618333333333,19.9579927757504,10.8698,10.8998,10.9439,10.9439,NA,-322.697765897065,-327.02110854206,-333.626146436915,-333.625817319816,4.55465996313651e-24,6.5653224634312e-24,1.38207684294414e-20,1.44203324206691e-20
"117",1097,21.8918212121212,21.6424484848485,23.3880575757576,22.3905666666667,22.2671049567103,8.1996666666666,7.8997666666666,7.4608333333333,7.3695666666666,7.791,818.35115345788,813.497250877538,799.046414131636,796.754774093372,1.42489808477069e-28,3.28959046213376e-25,3.91103559624962e-22,4.58208146508623e-22
"118",1101,19.6259178451179,19.1087468013468,20.1430888888889,21.177430976431,19.3789650366542,9.5824666666667,9.4211,9.548,9.4211,9.401,645.896954043891,642.712827874347,646.220431187525,639.905931589802,1.44945091765021e-23,4.64945981734524e-23,1.12214559609562e-21,1.3457127082668e-21
"119",1108,11.1550666666667,11.1550666666667,11.1550666666667,11.1550666666667,16.1195194704139,7.0638333333333,6.9468666666666,6.9134333333333,6.9134333333333,NA,140.911268972229,141.248803347305,140.465131847439,140.465446389055,6.53732825089492e-24,2.40240005251569e-23,3.26095180034152e-22,4.16138524775647e-22
"120",1151,13.2841499873737,13.2841499873737,13.2841499873737,23.15207875,14.1046871732029,5.8974458333333,4.895125,5.8974458333333,5.1977,7.001,-2243.92644775033,-2510.44621254399,-2243.92508660273,-2553.3031027261,2.82750260323787e-24,1.09770869039067e-23,1.90791286931545e-23,9.92204576134809e-23
"121",1155,17.1092787878788,17.1092787878788,18.6579090909091,18.6579090909091,17.5656117010406,7.4164666666667,7.4164666666667,6.8392333333333,6.8392333333333,6.871,-195.798929668371,-195.792056747373,-215.313091790299,-215.312732447793,2.95626024262459e-28,1.20824688456139e-27,1.07647280290049e-23,1.84591806254668e-23
"122",1004,17.0465660353535,12.0007,26.9189126262626,22.0924320707071,16.6361326470059,7.795325,7.607,8.6584817307692,9.0217442307692,7.652,-1195.17920066973,-1457.72716656907,-1846.8982598829,-2000.94445949344,2.00178346341499e-23,1.83155125899949e-22,3.63170156679218e-22,1.85453975247913e-21
"123",1014,18.1558037425537,17.4605093758093,26.4993361434861,26.7311009324009,19.9021332652291,8.2757416666666,7.61675,8.4018875,8.5494833333334,8.322,-1645.76377025286,-1771.21418150636,-1920.99040190338,-1948.40600902622,1.21988759898067e-23,2.03190008237493e-23,6.49827242682588e-22,8.62239532041297e-22
"124",1025,15.8219410774411,15.8219410774411,9.46415,9.46415,15.7203342399073,5.3618333333333,5.3618333333333,5.3142666666667,5.3142666666667,6.212,844.041607191326,844.045771940217,798.24060244689,798.241639254296,2.08983693819911e-23,1.97875619755946e-22,4.64199550123682e-21,6.47791341763962e-21
