"","curveid","topt_tleaf","topt_tleaf_cond","topt_tleaf_vpdl","topt_tleaf_vpdl_cond","topt_weib","breadth_tleaf","breadth_tleaf_cond","breadth_tleaf_vpdl","breadth_tleaf_vpdl_cond","breadth_weib","AIC_tleaf","AIC_tleaf_cond","AIC_tleaf_vpdl","AIC_tleaf_vpdl_cond","concurvity_tleaf","concurvity_tleaf_cond","concurvity_tleaf_vpdl","concurvity_tleaf_vpdl_cond"
"25",1094,17.6922452861953,17.6922452861953,23.3178054503367,22.2462701809764,19.334157319563,7.3831125,7.5872125,7.1044166666667,6.951975,8.307,-3169.66579619498,-3360.16389738642,-3717.23500570086,-3751.68722237874,1.40578276154297e-23,5.52856334556693e-23,1.36446466322756e-22,2.7465946249237e-22
"26",1112,24.9411507070707,24.7017580808081,26.8562917171717,24.9411507070707,24.630458593914,8.0028666666666,8.1776,8.6574,8.1776,9.116,-1544.40418860888,-1608.66406970645,-1604.38127291521,-1608.32997343506,9.36092554067194e-24,1.32796524555381e-22,2.14627083702517e-22,3.32393898949566e-21
"27",1113,26.8727239057239,26.8727239057239,26.8727239057239,26.8727239057239,27.1502909479769,7.0033,7.0263,7.0033,7.0263,7.273,-589.78572180755,-589.584768754166,-589.782774914368,-589.587297773145,4.80878063516799e-26,1.22827579820906e-25,4.92964130897154e-25,5.30396735280484e-25
"28",1119,20.8340194949495,21.2933246127946,19.4561041414141,19.2264515824916,20.9713143904841,8.3179666666666,7.8417,7.4581333333333,7.3662,6.761,-637.440528649002,-700.627759300623,-729.053595933562,-736.453679861967,1.30383075066097e-23,2.86497290792534e-23,5.58692336948645e-21,1.05171805337561e-20
"29",1121,16.4549872138047,16.2033113468013,25.0119666919192,25.7669942929293,16.4059512179975,7.3247875,7.76085,7.5083083333333,7.7307625,8.787,-3049.28311828783,-3278.48379033306,-3329.11226413095,-3515.77226228273,4.99128399989436e-24,2.45891290401236e-23,5.07777020068615e-22,9.65957136070105e-22
"30",1122,13.654803479021,13.3959336778037,24.7862049313649,21.1620277143227,12.5629187982543,10.4656833333333,10.5791436538462,10.7329195833333,10.6413144871794,8.078,-3955.38682443463,-4204.68240527982,-4174.87298123221,-4245.29016017056,1.34095746092581e-23,1.75799576793853e-22,3.73241731644114e-21,5.59060580978853e-21
"31",1125,15.0388866666667,14.3089266666667,13.3356466666667,14.0656066666667,14.5415076360782,7.4767666666667,7.7825333333333,8.3045,8.4037,7.862,-1153.42580164396,-1612.70096691378,-1671.61049103667,-1685.2672612773,7.02508686905017e-24,2.52036909150501e-22,4.39437598176489e-22,3.08341823977838e-21
"32",1124,15.2978456565657,15.0404494949495,15.2978456565657,14.7830533333333,15.5847990625282,8.7383,8.7383,8.7383,8.8191,9.632,-1282.15533035777,-1286.89920321289,-1282.15473888994,-1287.01264023896,1.12126763543452e-23,1.04583883174157e-22,1.02079759608401e-21,1.50677739863106e-21
"33",1129,14.8556143434343,14.610896969697,13.8767448484848,14.3661795959596,14.154336833875,9.47098666666663,9.46015666666663,9.4943233333333,9.46015666666663,8.861,-794.218447678018,-825.661404611699,-797.674517276834,-825.145064374552,4.51139664212518e-24,8.92152905638971e-24,6.18036875874362e-22,6.8227735874457e-22
"34",1131,18.2538465319865,18.5230909427609,18.2538465319865,18.5230909427609,18.1718499049848,7.8058333333334,7.9451666666666,7.8058333333334,7.9451666666666,8.223,-781.932173543872,-798.736871395366,-781.921226702434,-798.736676852149,6.07393569955938e-25,1.43474393641508e-24,8.25255615290649e-23,1.06933016145785e-22
"35",1142,23.3066424242424,23.3066424242424,22.6189242424242,11.6154333333333,23.2043675258839,6.8051,6.8051,6.7808666666666,6.7904,6.832,-1391.79885018321,-1391.7966394386,-1393.28257276166,-1397.45756350954,5.15363623042163e-24,5.95686769154354e-24,3.19707858129528e-22,6.83007404830503e-22
"36",1146,28.3582193939394,28.3582193939394,28.3582193939394,28.3582193939394,29.0475590987612,5.4372666666667,5.4372666666667,5.4372666666667,5.4372666666667,6.016,-793.134565967142,-793.132660957163,-793.134416416574,-793.132470943852,2.60186819019377e-28,1.19001209462304e-27,1.94712689754897e-21,2.45615011316603e-21
"37",1147,23.3817487878788,23.6081482154882,25.4193436363636,25.4193436363636,22.6711247840188,4.8577333333333,4.8577333333333,5.9781,5.9781,6.642,-917.819797613115,-917.780648382414,-995.375363417746,-995.373946132526,2.11657941377311e-27,3.17674354505749e-23,1.06777947952067e-21,1.68338416010005e-21
"38",1149,13.6170913888889,14.126984452862,20.5006477525252,17.9511824326599,14.7546613478411,6.4715458333334,5.9575708333334,6.692525,6.5237833333334,6.52,-2652.8177767061,-2793.60109232379,-2880.85432505963,-2892.10995892739,2.22050245939189e-23,1.23659267060945e-22,3.57665984732347e-21,6.19469241431951e-21
"39",1153,15.6355215488215,15.6355215488215,15.6355215488215,15.6355215488215,15.7568450389892,8.4910666666667,8.4910666666667,8.4910666666667,8.4910666666667,8.681,-1392.89311161447,-1392.95666614582,-1392.88527731286,-1392.95200640216,3.01322464064867e-28,8.36830368777318e-25,1.1869345191074e-26,1.2091517096198e-24
"40",1162,14.5590608080808,14.5590608080808,11.2178577777778,11.2178577777778,13.5236073927128,11.77746,11.77746,11.9196333333334,11.9196333333334,9.425,-1801.05438050053,-1801.01529416383,-1812.46680282553,-1812.46278127936,1.72997757126779e-27,2.91178571042269e-27,1.42365029041638e-21,1.67680933373996e-21
"41",1163,22.021768476431,21.5130190488216,25.583014469697,25.3286397558923,20.4437856313812,9.5667375,9.1666458333334,8.8197291666666,8.9907333333334,7.666,-3402.1782056163,-3646.98527930315,-3749.58786754412,-3759.31018831446,5.63943446721246e-29,4.66736562221647e-28,7.61909905666978e-25,2.3020211602932e-24
"42",1030,22.7190264646465,22.491146936027,32.2899666666667,16.1105201346801,22.7326788916577,4.6922666666667,0,4.5240666666667,0.0232666666666006,4.748,431.798255395926,-309.849737410824,349.384429139636,-449.562771257249,3.11349989466096e-24,4.45948321443329e-24,2.24435122477472e-21,2.71522883352221e-21
"43",1035,26.9805787878788,24.9113939393939,33.1881333333333,33.1881333333333,25.9172390512383,6.1638333333333,6.0326666666667,6.7403166666667,6.5436166666667,8.387,-456.209502843659,-659.868265898595,-647.318523436559,-667.833258419035,2.01905964396911e-23,1.04390445493903e-22,1.0309289623903e-20,1.32696399666941e-20
"44",1039,16.9960228956229,17.8633548821549,14.3940269360269,17.2128558922559,18.3618305779055,9.4912666666667,9.1422333333333,8.9203666666666,9.1220666666667,8.634,-1468.47333691455,-1580.01538350224,-1569.74483308458,-1580.22247265889,9.87956377813575e-24,6.85234780958507e-23,9.90372014914958e-22,3.00349574271092e-21
"45",1052,26.4699444444444,26.8617888888889,25.6862555555556,25.6862555555556,26.7498674706632,5.6428,6.0031666666667,6.4076,6.3842333333333,6.218,-1936.72070412377,-1981.85320989439,-2003.52965160662,-2003.47434354857,1.87443566269192e-25,9.35561345054384e-25,1.80748803066489e-22,2.74937670775069e-22
"46",52,25.7545439393939,25.7545439393939,28.8464863636364,28.6256333333333,25.38168177973,14.4079,14.69705,13.9029,13.9029,14.258,-971.560636920809,-1035.65051698744,-1060.97877137444,-1088.29766865144,2.31161366360175e-24,7.17969619731282e-24,1.35269273659174e-22,3.80708273835532e-22
"47",48,21.4408560606061,21.4408560606061,22.589952020202,25.3477823232323,22.7493513207721,13.11045,13.21235,12.69475,12.00725,10.565,-664.908242941631,-723.985439814327,-676.609541674532,-744.928934300769,2.50196038195548e-23,2.55965719450807e-22,1.69648729933185e-21,3.17773470002506e-21
"48",58,22.9621971030821,22.4729248756799,34.2154583333333,34.2154583333333,22.8466658905684,7.2304384615385,7.0054923076923,6.9011692307692,6.9011692307692,6.613,-393.259000003904,-1205.30785828652,-1243.91043807501,-1450.17213955644,1.97829002091741e-23,1.0336799754616e-22,2.00383107629558e-21,3.11552306286752e-21
"49",59,17.9012613830614,14.9965989121989,18.3853717948718,16.9330405594406,17.347941104945,6.3241538461539,6.4849461538461,7.0446846153846,6.9364538461538,6.211,37.4947276802609,-592.224926428134,-1176.03003106048,-1202.88710142469,2.00194179011749e-27,3.66327323401436e-23,1.05085728209882e-25,2.93934671669313e-22
"50",57,19.9149287878788,19.6798318181818,25.0870621212121,19.6798318181818,20.6130113721183,9.72615,9.32745,9.32745,9.32745,9.033,-746.9762183677,-1002.38085137956,-916.284728647935,-1007.2576292591,1.18426994215894e-23,1.2388210336562e-22,1.15474475321106e-21,3.78794429164097e-21
"51",61,20.8280045454545,20.8280045454545,15.3298606060606,15.9896378787879,21.2073256245584,8.3717,8.83575,8.935,8.83575,7.742,-685.950401534623,-991.409496575746,-1072.48778121778,-1123.83086852179,2.36942455673329e-23,1.6679751402938e-22,9.87778516450404e-22,1.55621094823252e-21
"52",62,18.5987111111111,18.5987111111111,21.6352222222222,20.9344888888889,18.1692161748481,6.9229,7.11355,7.29415,7.21865,7.319,-675.344822932029,-729.371665860611,-838.201048801187,-864.045071390919,1.04425170748291e-23,2.52289399093773e-22,4.55114411020304e-22,1.06875282563137e-21
"53",69,19.0354318181818,19.0354318181818,20.757194949495,20.757194949495,19.0283100051588,7.4741,7.37715,7.9801,7.9801,7.86,19.5306406731692,17.0848432804743,7.37009635312406,7.37022945497308,1.2393707714557e-23,1.1921729033085e-22,7.2831925631178e-22,1.94378288064095e-21
"54",70,21.7201727272727,20.3548636363636,16.4864878787879,16.7140393939394,21.1032590209566,11.52515,9.3279,9.00155,9.00155,7.545,-99.5699522817904,-494.429335372169,-373.06556557655,-854.60955463539,2.03172577221604e-28,1.50576693149626e-24,3.37332457564177e-25,7.7247512340534e-24
"55",9,24.9052461538461,25.6134641025641,17.3509213675213,18.2952119658119,25.4534931049291,8.8447538461539,8.6185538461538,8.3861461538461,8.4705076923077,9.333,-1299.80845760886,-1558.27559388169,-1530.95168154239,-1698.86143159983,3.56075352923577e-28,1.21688172801597e-23,1.16985765639077e-23,3.31973800914902e-23
"56",4,22.8098704545455,22.8098704545455,29.2786981818182,24.4869739393939,23.5599348966492,9.46815,8.8606,8.78665,8.93265,10.472,-746.711332658627,-875.186375592877,-869.656619111877,-883.809296739111,7.71909382781731e-28,3.08459552690248e-23,2.29374293442644e-25,6.11768329847375e-23
"57",7,23.4742247474747,23.7127146464646,27.0515732323232,26.3361035353535,23.5567720195175,9.1437,8.09645,8.7594,8.4001,9.169,-607.627526817358,-946.178635260328,-869.76527636015,-1010.93944658588,3.08993820900747e-29,1.64176127510853e-24,3.15388203577263e-25,1.12420784090444e-23
"58",10,25.09974375,27.87355625,37.5819,37.5819,26.1613528918936,11.2677724358975,11.3551108974359,11.5613282051282,11.3451205128205,12.199,-213.082352828136,-567.879365172379,-393.891628334827,-628.507245832721,7.33309120563727e-28,2.20566792590468e-22,1.40923978415383e-21,2.36459686410941e-21
"59",12,27.5185212121212,23.8703318181818,34.8149,17.7900161616162,27.4678299412559,11.29515,11.04395,12.23875,11.8044,11.49,-1063.77134538015,-1235.13763838825,-1332.87700637851,-1419.49715202186,8.33995731696948e-30,3.75234171544723e-28,6.05396543023031e-26,1.00033122753569e-25
"60",13,22.0662937062937,22.3106773892774,26.2208163170163,23.5325958041958,22.1695069524312,8.8380461538462,8.2925846153846,8.2925846153846,8.3936384615384,8.306,-505.263976732299,-857.201161963323,-777.431683695658,-960.596465766497,1.61486915754832e-23,2.94340191691401e-23,6.27068994585829e-22,9.15214805190205e-22
"61",14,21.8456651515152,20.9958247474747,23.3328858585859,22.0581252525253,21.8354377873318,8.6081,8.7112,8.6081,8.7112,9.004,-888.099628122916,-957.17732671229,-925.770133767423,-993.700554809024,3.06130797841487e-28,6.41313196149695e-22,8.1456289054558e-26,2.17330971880506e-21
"62",15,23.5364833333333,23.3324227272727,24.5567863636364,23.5364833333333,23.3426972109911,10.1533,9.7869,10.0272,9.8728,9.665,-781.056223529469,-896.860027225861,-889.354595844073,-1047.23739784455,1.27127515163875e-23,2.42342823722773e-23,2.69621966769997e-21,3.75709418320583e-21
"63",17,27.4978686868687,27.2482863636364,28.496197979798,24.2532984848485,27.8524119960998,10.93145,11.253,11.7493,12.0556,11.135,-527.262161938143,-641.074923713043,-697.196190533494,-815.669265440228,3.87152961120315e-28,1.7222130088822e-25,7.61537160003616e-26,3.42993622065729e-25
"64",72,21.4167416666667,21.1436451515152,36.43705,36.43705,21.8104125539037,10.1335,9.9699,9.2778,9.587,9.507,-515.930031786864,-737.739475215604,-750.698491486081,-768.254871685189,4.50549418273064e-30,4.51380218618816e-28,1.33090198456977e-21,5.65785655507463e-21
"65",75,19.7718106837607,19.3176863170163,19.3176863170163,22.0424325174825,19.711714393059,6.9191923076923,7.3036307692308,7.4003153846154,7.3985384615385,7.465,-819.526900478989,-890.717910066959,-1216.55506686979,-1276.50014401904,2.31240432701457e-23,9.6306712884977e-23,5.78210384505497e-22,1.96006606304899e-21
"66",76,21.2871888111888,21.5007383216783,11.4639113286713,18.2974956643356,21.9350007474652,9.1282769230769,9.7503,9.5889923076923,9.5889923076923,9.70500000000001,-1108.52565025927,-1346.85467864224,-1444.53775617447,-1527.33775467273,4.65119207165062e-24,4.83411154691213e-23,1.36303183110737e-20,1.73008998554588e-20
"67",95,19.5920666666667,18.1029722222222,30.8666388888889,27.6757222222222,19.0815482069698,7.25735,7.90545,7.54915,7.90545,8.455,-764.443122636192,-937.833549757799,-934.232008215379,-985.471120161364,1.1671975400327e-28,5.35969511990348e-27,1.42192901068723e-25,4.93576137497094e-25
"68",98,21.537344949495,21.7499606060606,28.9788929292929,23.2382702020202,21.740920998088,8.99075,8.643,8.36115,8.643,8.3,-614.955214449074,-805.28038226158,-739.143230346133,-813.704097041069,1.6885317034831e-30,1.08399730166415e-23,1.12601003045548e-25,7.65825463092971e-23
"69",101,21.4895343434343,21.4895343434343,21.9696939393939,21.4895343434343,20.8460502456009,9.05425,9.1652,9.1453,9.1652,8.893,-755.097133579909,-775.54504927243,-757.127853373909,-775.543272490552,9.75870867663786e-29,1.31103489945571e-27,6.56425085553959e-21,2.18495257004927e-20
"70",63,28.48755,28.48755,28.48755,28.48755,22.6364763567843,1.35275,1.4372,1.35275,1.4372,9.536,-206.763734222797,-227.534264886227,-230.678883919986,-227.534389445197,1.16167072561435e-28,1.19314724963502e-27,4.03912365910792e-27,2.86746069536077e-26
"71",66,23.8441727272727,23.3912272727273,24.7500636363636,22.7118090909091,23.6484590674347,12.31755,12.40105,12.7898,12.48075,11.773,-786.190779754026,-894.288291551562,-849.598222502906,-904.098694225519,1.2220166631427e-23,1.81153870444002e-22,6.8165152152002e-22,1.8300681602446e-21
"72",68,22.9545777777778,22.5087858585859,26.0751212121212,20.0569303030303,22.9615027979565,8.5768,8.8599,8.28135,8.57995,8.718,-774.71800946857,-859.873489083692,-834.777370335701,-920.49787569411,1.84985592203204e-23,1.08468658352282e-22,8.70268399635176e-22,3.22303970631865e-21
"73",3,21.7188926184926,21.9432509324009,19.6996677933178,20.3727427350427,21.785415416075,8.9380083333334,8.7489333333333,8.3559916666667,8.8476916666667,8.707,-354.411701892534,-1135.7120285525,-555.650070265034,-1169.82739110025,1.42719862149985e-27,2.58580502916746e-26,5.26171076605016e-26,1.37894506595573e-25
"74",6,23.7767646464646,23.579695959596,30.4771,30.4771,23.4655617170427,7.417,8.1752,8.0979,8.2615,7.645,-407.649250676608,-965.736445158015,-921.096130513839,-970.254746712579,9.73772822322223e-24,1.16430306094465e-22,6.87759151874752e-21,1.20413541771432e-20
"75",2,26.3630461538461,26.3630461538461,26.3630461538461,26.3630461538461,23.3452849782458,2.5242076923077,2.5769230769231,2.5769230769231,2.5769230769231,9.267,-330.463296415604,-405.749376144975,-420.795591399631,-418.518216759233,5.92409092695005e-29,7.54191740792847e-27,2.85542200564032e-26,1.40032650232107e-25
"76",1,22.6537236985237,22.6537236985237,28.2452116550116,23.1010427350427,22.5707660857606,9.9991153846154,9.723123076923,9.7263076923077,9.6337384615384,9.541,-647.722086333631,-1024.19254334282,-1230.26082826423,-1294.92149706354,1.0665610505051e-27,1.82203401470306e-23,7.79497743645443e-25,7.50146757305196e-23
"77",5,23.2019939393939,23.6652333333333,28.0660075757576,28.0660075757576,23.1842815449715,9.3974,9.59565,9.11335,9.11335,9.226,-270.149642151949,-426.801568134851,-625.22978652221,-625.228893991912,1.04501802429944e-23,2.0929076331551e-23,9.12460188686583e-22,1.92901792682387e-21
"78",11,21.5236591006216,21.2911417832168,23.3837976398601,21.7561764180264,21.299696705941,7.2881461538462,7.6904615384615,7.3954076923077,7.5913384615385,7.183,-1590.27760027264,-2320.7550127748,-2254.83866015436,-2474.77299222356,3.34752848568282e-25,6.97872920359932e-24,5.12485778622148e-21,1.31950463403761e-19
"79",33,21.2290647241647,23.7774964257964,25.2640815850816,28.6619905205905,20.8050509920943,6.8476615384615,7.1192769230769,8.2916307692308,7.3379538461539,8.391,-84.2949949241382,-511.38892547917,-192.805904642207,-1035.76886979839,7.06270598274394e-28,9.38241083698904e-27,8.25851147116291e-26,1.72281480692477e-25
"80",38,24.9152879564879,24.9152879564879,31.1283595959596,34.013,25.0358830388663,10.4215923076923,10.5215538461539,10.4935076923076,10.6663230769231,10.552,-293.976141287992,-1454.07512483346,-1119.13886592422,-1645.27963855266,1.76596683449107e-23,7.63230989806612e-23,7.50260636856004e-21,1.40735951029936e-20
"81",40,27.0387338383838,25.8527212121212,26.0899237373737,26.3271262626263,27.5237037937111,13.16395,13.48825,13.5461,13.7097,13.19,-1599.23660490894,-1706.78251868901,-1750.46816502655,-1778.10754234921,3.04839819171988e-29,2.00158975607268e-28,1.53421343541219e-26,3.62056719445317e-26
"82",42,23.699934965035,23.699934965035,23.699934965035,23.2791057498058,24.0528272833406,8.9948153846154,8.8979384615385,8.9948153846154,8.7049538461539,9.702,-763.411025221835,-1047.91824679044,-763.405795704161,-1234.29739605357,2.27107514118477e-28,4.5417171739876e-25,7.10003593273426e-22,9.73615835382009e-22
"83",83,21.5632788888889,20.8464772222222,27.0587583333333,24.9083533333333,21.1292766137889,5.3493769230769,6.1575307692308,5.6924538461538,6.0112307692307,6.632,-844.604555983827,-1745.83097825494,-1741.65176713745,-2127.31779586736,3.12828284034985e-29,1.56701726752561e-27,5.85197869386239e-26,1.76823902849825e-25
"84",86,25.1699755555556,17.7507022222222,12.80452,22.3164088888889,24.6127333392645,7.7551,8.1957,8.82246,8.6761,7.844,-773.777877136135,-1116.6601590473,-1477.01094136263,-1682.341924209,1.58650912179132e-28,1.786060974069e-27,2.57339448480821e-26,2.9223913423569e-26
"85",94,22.0533641414141,21.5562934343434,22.7989702020202,22.7989702020202,21.9726376055229,7.4248,7.64575,7.82975,7.82975,8.374,-877.910341191914,-947.775786382424,-995.099220371241,-995.096798021238,9.63801181704428e-24,2.6210685497008e-22,7.89594127697991e-22,3.95949155792852e-21
"86",96,21.7765454545455,20.2189005050505,17.7711727272727,19.106296969697,21.3132185606105,6.76035,7.6606,7.76755,7.76755,7.536,-491.701002109871,-910.692763687312,-880.3808983073,-933.147698745219,1.3180456857603e-23,1.87546871446857e-22,1.31954093039542e-21,1.76401902013301e-21
"87",97,22.1000590909091,21.85995,18.2583136363636,16.8176590909091,22.2453020290048,6.6379,6.49885,6.55735,6.77785,6.99,-1037.53298638226,-1058.2458750463,-1075.87256610178,-1128.42559595796,2.09700852206162e-28,1.16283703547685e-27,1.41469909935251e-26,4.27248988365337e-26
