"","curveid","schoolfield.T_opt","weibull.T_opt","new_T_opt0","new_T_opt1","new_T_opt2","new_T_opt3","new_T_opt4","new_T_opt5","new_T_opt6","curve_breadth_gam0","curve_breadth_gam1","curve_breadth_gam2","curve_breadth_gam3","curve_breadth_gam4","curve_breadth_gam5","curve_breadth_gam6","curve_breadth_schoolfield","curve_breadth_schoolfield.mjc","AIC0","AIC1","AIC2","AIC3","AIC4","AIC5","AIC6","rsq0","rsq1","rsq2","rsq3","rsq4","rsq5","rsq6","concurvity_full0.para","concurvity_full0.s.tleaf.","concurvity_full1.para","concurvity_full1.s.cond.","concurvity_full2.para","concurvity_full2.s.cond.","concurvity_full2.s.vpdl.","concurvity_full3.para","concurvity_full3.s.tleaf.","concurvity_full4.para","concurvity_full4.s.tleaf.","concurvity_full5.para","concurvity_full5.s.tleaf.","concurvity_full5.s.vpdl.","concurvity_full6.para","concurvity_full6.s.tleaf.","concurvity_full6.s.cond.","T_opt.s","J_ref","E","E_D","school_breadth","Schoolfield.mjc.T_opt"
"11",12,27.1756521532699,27.4678299412559,28.2613,28.04145,28.38245,28.2613,27.83435,27.77975,28.04145,17.4289,17.362,17.49845,17.4289,17.49845,17.49845,17.4289,17.362,17.0822,-1466.35311729017,-1205.50647503734,-1466.39091802364,-1460.71526312789,-1366.58359355199,-1501.02695528501,-1448.49896372604,0.998697431575772,0.997479039362464,0.998723537216588,0.998678722056976,0.998318602224579,0.998822755994111,0.998662231875881,0.999999989297848,0.999999460958978,0.998946676341126,0.94689074595612,0.999998071346675,0.999241833124559,0.999908701072648,0.999999988325418,0.999999455291832,2.48147313686126e-25,2.48319122151216e-25,1.20396969149162e-22,0.999998436998083,0.999998436998082,7.93745819530876e-25,0.999160501626791,0.999160501626791,27.1756521532699,19.3044490190741,0.56594374765443,0.892413162810416,13.06885,27.1603445442663
"12",13,22.1490880600092,22.1695069524312,22.1090846153846,21.5355076923077,21.9977846153846,22.1090846153846,22.1090846153846,21.8826076923077,21.9977846153846,14.9637615384616,14.1984538461538,14.8590384615385,14.9637615384616,14.9637615384616,15.0643692307693,14.9637615384616,14.0025846153846,13.9083461538461,-833.637012008342,-440.17340289508,-979.683065365773,-833.611347424347,-835.430049310643,-1124.01725208662,-1048.46008306148,0.999406721646453,0.997794196205172,0.999647204197246,0.99940667087205,0.999410190966163,0.999781659912574,0.999718598318609,0.999999995627275,0.999999809564549,0.986768534152727,0.416033054130632,0.999960166415776,0.988053755193015,0.998184746784449,0.999999995638615,0.999999809949243,2.3581071307774e-25,2.36748692171718e-25,7.87121362046074e-22,0.99999975940949,0.999999759409491,6.45911162029496e-25,0.986715395007729,0.98671539500773,22.1490880600092,45.2871861739744,0.589480016472553,1.25608680811249,15.8923923076923,22.1425792021811
"13",14,21.7678976708417,21.8354377873318,21.77325,21.4999,21.68545,21.4034,21.2162,21.4034,21.68545,15.58145,15.46675,15.46675,15.64935,15.64935,15.52545,15.46675,15.58145,15.63935,-892.086406402264,-993.698570018395,-1027.65548907808,-913.875775051875,-912.767875154535,-1004.50319560582,-1012.23687788756,0.997678388965447,0.998390548522715,0.99858949881946,0.99789358938906,0.997881994689292,0.99846148881288,0.998515297001806,0.999999996335594,0.999999611067256,0.999854867691788,0.984593708275533,0.999989340832597,0.999939723830215,0.999939781161768,0.999999996283827,0.999999608897562,3.08552067877696e-25,3.08829805355729e-25,7.23628412914482e-23,0.999997933845428,0.999997933845429,1.41512112524519e-23,0.999906684730073,0.999906684730073,21.7678976708417,31.0048411598087,0.530682149199449,1.12342123992663,13.45605,21.7596905827226
"14",15,23.2003386240313,23.3426972109911,23.123,23.0238,23.0238,23.123,23.22465,23.123,23.0238,16.9424,16.838,16.9424,16.9424,16.9424,16.9424,16.9424,16.96205,16.96405,-929.997071455002,-806.826740690455,-1086.53879726272,-929.879769247813,-930.211763207066,-967.315925497445,-1084.66762197971,0.996749987372749,0.995097099924757,0.998128524672836,0.996748698748068,0.996752906972832,0.997186971927471,0.998113906691694,0.999999994057379,0.999999203826621,0.994913121459754,0.314991680934109,0.999976655510917,0.961507897349024,0.996952577052192,0.999999994312872,0.999999268819498,1.76602475534983e-25,1.74475891317989e-25,3.80597771255261e-23,0.99999900324088,0.999999003240878,3.97225816845623e-25,0.960857359551064,0.960857359551065,23.2003386240313,34.6900335460442,0.670558856772766,1.08059388532156,13.30655,23.1914863552789
"15",17,27.5046092108237,27.8524119960998,27.875,27.1694,27.80185,27.875,27.875,28.1548,27.80185,18.0351,18.0351,18.10215,18.0351,18.0351,18.10215,18.10215,17.9725,17.6756,-779.856037735248,-705.563502154605,-840.250954936914,-780.133037893473,-774.514854835162,-842.77130106166,-863.099807020808,0.999003867407221,0.99879914485786,0.99915973595787,0.999004589491918,0.998989869468192,0.999162746421903,0.99920310227589,0.999999991739635,0.999999582149165,0.997559826377108,0.876261796351144,0.999996135509342,0.995001562920788,0.999805782225628,0.999999990512528,0.999999562642672,1.73518723443549e-26,1.75300189196151e-26,4.93517262775021e-23,0.999997656804091,0.999997656804091,1.13813601697782e-24,0.993648529450309,0.993648529450309,27.5046092108237,51.0547553225747,0.592208632268535,0.937101229172063,13.73775,27.4903279090284
"16",21,22.5758716411021,22.7528575478282,22.33525,22.757825,22.6114166666667,22.33525,22.33525,22.1893583333333,22.1893583333333,16.9859570512821,17.3489512820513,16.9859570512821,16.9859570512821,16.9859570512821,17.0671487179487,17.0433262820513,17.2420737179487,17.2938423076923,-2336.14472754312,-1889.77591985617,-2549.40842858781,-2336.05758199812,-2338.82706298066,-2439.15636005447,-2626.75623257544,0.999129191409431,0.99730819394549,0.999504714558756,0.999128995942829,0.999135014759922,0.999336344303219,0.999591543638854,0.999999996422075,0.999999668139421,0.999575280137219,0.960589544533311,0.99999945277545,0.999756642100043,0.999950647604603,0.999999996750796,0.999999710012099,2.11092819419112e-25,2.11327183408383e-25,9.96998982731151e-22,0.999999322886733,0.999999322886733,7.20476482561668e-25,0.999736417232547,0.999736417232547,22.5758716411021,13.8093236221277,0.623467629258494,1.04489276388932,14.1207256410256,22.5660624308717
"17",22,18.6553347397074,18.1792780122504,18.0756769230769,18.5843615384615,18.0756769230769,18.1377846153846,18.1377846153846,16.9213692307692,18.0756769230769,11.2094461538462,11.2897538461539,11.1289076923077,11.2094461538462,11.2094461538462,11.1289076923077,11.1289076923077,11.2897538461539,10.8220615384616,-600.983074175206,-996.792806219708,-1844.7888890701,-600.791264888927,-598.980765138639,-763.371089225821,-1745.78811267099,0.997896445949865,0.999231104087537,0.999912121465649,0.997896263977521,0.997888981112311,0.998631647234542,0.999886783933555,0.99999975130957,0.999998914819405,0.99845249104812,0.993236856467016,0.999999351489531,0.999986783980918,0.999996068233291,0.999999783842952,0.999999146188995,5.34265750051506e-25,5.35283049400076e-25,2.28502965218103e-22,0.999998926401052,0.999998926401052,5.64286534893322e-23,0.999956059986376,0.999956059986378,18.6553347397074,8.97326328423482,0.154635212879546,2.2300564916747,NA,18.6476126445299
"18",25,20.5428447066171,20.0371390437503,21.1341,20.394,20.394,21.1341,21.2498,21.1341,21.02735,13.0191,12.8103,12.8103,13.0191,13.0191,12.8103,12.8103,12.8103,12.1897,-1299.97838814402,-1254.91802589488,-1615.61144670093,-1299.93801510066,-1296.75318843657,-1625.65356906597,-1613.80316936795,0.999279918856314,0.999224206094089,0.999583837555053,0.999279873694754,0.999275932654667,0.999590536032946,0.999582011900607,0.999999915420595,0.999999385246654,0.998911639651506,0.99208078969995,0.999997389224086,0.999969320398184,0.999980163801231,0.999999903477797,0.999999372240887,6.36240068365771e-25,6.33121688272686e-25,2.37307216923582e-21,0.999998036749761,0.999998036749764,3.63792250806114e-24,0.999947718110188,0.999947718110185,20.5428447066171,18.4937015332169,0.336647685070051,1.38426329137372,NA,20.535532067874
"19",26,21.9723904965909,21.2919857893849,23.2181692307692,22.1878769230769,23.1631615384615,23.2181692307692,23.2181692307692,23.1631615384615,23.4907538461538,14.9816,15.3012307692308,14.9816,14.9816,14.9816,14.7223461538462,14.9816,14.7223461538462,14.0890538461539,-630.896351720326,-404.012901997487,-1555.23041804005,-631.580818524669,-625.272806818587,-2107.33930438427,-1124.12359492882,0.996418077981245,0.99477775078452,0.99924641154189,0.99642225964109,0.996384405127264,0.999699907956626,0.998450858650396,0.999999881392477,0.999998896950811,0.992821731547918,0.932759488098977,0.999780247087372,0.99894962675414,0.999380340020624,0.999999871432792,0.999999007325978,2.44481833176392e-25,2.43187758372411e-25,1.58190772186029e-23,0.999927222013656,0.999927222013655,9.50993582742425e-25,0.997941216261347,0.997941216261348,21.9723904965909,13.0985438795555,0.256327782064971,1.63475859337845,NA,21.9647002953175
"20",27,16.8527111328704,16.5449711357282,13.5187,13.6939,13.53065,13.5187,13.5187,13.5218,13.5269,9.6739,9.57175,9.57175,9.6739,9.6739,9.6739,9.57175,8.68595,8.39755,-828.428596319397,-415.626825681097,-907.208714503161,-828.534972340969,-830.151280984857,-896.57417744553,-872.477536484606,0.999564077812284,0.997554404406746,0.999698436112951,0.999564303280388,0.99956671337763,0.999678335054613,0.999649752443613,0.999999883330445,0.999999094929179,0.996877063912668,0.975697751133575,0.99998799619967,0.999199891043078,0.999929123311468,0.999999872624621,0.999999083218534,2.28934696176274e-26,2.25521228960437e-26,1.093757459403e-22,0.999997621293978,0.999997621293981,5.32343591774162e-25,0.999038720672683,0.999038720672685,16.8527111328704,14.441996172267,0.372447197895844,1.71735255021371,NA,16.8479956146956
"21",28,20.8758987973922,20.7106266033748,21.4372,20.91545,21.1689,21.4372,21.4372,21.36425,21.1689,17.19375,17.27415,17.19375,17.19375,17.19375,17.19375,17.19375,17.3608,17.19375,-1080.10814076935,-987.944740675678,-1121.42718999666,-1080.11642859114,-1079.27396019266,-1132.16187663801,-1117.32602340929,0.998784407716985,0.998349169301875,0.99897190489764,0.998784426767401,0.998780490063542,0.998999645496638,0.998950084814675,0.999999971525298,0.999995667603864,0.997955117828512,0.688235802142916,0.9999987382407,0.948621151055897,0.999807178239604,0.999999970781012,0.999995749823395,1.07236157903949e-25,1.08432687476667e-25,9.37513624982681e-23,0.999998209855493,0.999998209855492,4.28179262407901e-25,0.925080915531918,0.92508091553192,20.8758987973922,59.7612560341014,0.618132659671879,0.954152996011308,12.2446,20.863805730721
"22",31,20.1393575869075,19.6063565260929,20.54325,19.8647,20.4565,20.54325,20.54325,20.5193,20.4565,9.59385,9.63115,9.59385,9.59385,9.59385,9.59385,9.59385,8.90595,8.30685,-1925.86243197362,-1630.2786969979,-2078.73752692685,-1926.52355760113,-1927.5369279084,-1927.69693904386,-2054.20911962539,0.99945821178279,0.999110627321306,0.999587694585068,0.999458822309125,0.999459688247901,0.99946309086359,0.99956960354068,0.999999838132332,0.999999697003352,0.998922992162937,0.997981798613388,0.999995120774097,0.999981309686273,0.999994451570858,0.999999838133775,0.999999724170119,1.080486007649e-24,1.08114439856353e-24,1.06593165075938e-21,0.999999976386172,0.999999976386172,5.78399533886162e-23,0.999978814621794,0.999978814621797,20.1393575869075,6.80977963577464,0.25276805288579,2.74107191609293,NA,20.1354160784469
"23",33,20.8770648337178,20.8050509920943,21.3597615384615,21.4567538461538,22.1399384615385,21.3597615384615,21.3597615384615,21.3597615384615,22.1399384615385,13.9437923076923,14.0802846153846,13.8233538461538,13.9437923076923,13.9437923076923,13.9437923076923,13.8815846153846,14.1828076923077,14.1424923076923,-175.897164623725,-254.089238744276,-897.673291099648,-175.907183889507,-175.401772036915,-244.207014670187,-907.557045297687,0.983146715142551,0.987062574449329,0.998540683249524,0.98314720414499,0.983121447726027,0.986815093118913,0.998583970350817,0.999999985370788,0.999998921478022,0.997515132358168,0.81634962621962,0.999994813475706,0.993023012100926,0.999630856287104,0.999999984684164,0.999998881502122,1.24063769367814e-25,1.24817895766398e-25,6.68141948726762e-23,0.999999261658862,0.999999261658863,4.43650434141065e-25,0.994967136288824,0.994967136288822,20.8770648337178,54.1094072365341,0.784039322488481,1.26519593758823,13.4762,20.8708079043241
"24",38,24.6746978793061,25.0358830388663,24.6873307692308,24.6873307692308,24.7972769230769,24.6873307692308,24.6873307692308,24.5810153846154,24.9062461538462,17.4513461538462,17.5358692307692,17.5358692307692,17.5358692307692,17.5358692307692,17.4513461538462,17.5358692307692,17.4513461538462,17.1114692307692,-295.583944776463,-1213.43737713245,-1807.06395341506,-293.87474596192,-290.668035693994,-1509.3760659818,-1770.03970694492,0.987741864955527,0.999445059980448,0.999925889241678,0.98781907548157,0.987787116078446,0.999798985115305,0.999915922352468,0.999999995665536,0.999999671759698,0.999092347810372,0.931202865015849,0.99999854982164,0.999626996658629,0.999926434750455,0.999999996238518,0.999999749411555,2.14780388417199e-25,2.16058135114109e-25,8.94637332068549e-22,0.999999584382173,0.999999584382172,3.70653199246763e-24,0.999649489319748,0.99964948931975,24.6746978793061,51.4782940560217,0.815575821471489,1.09942830250987,13.6668692307692,24.663794985148
"25",40,27.1547852349646,27.5237037937111,25.8038,26.2303,25.7291,25.8038,25.8038,25.8038,25.7291,20.5257,20.5679,20.5679,20.5257,20.5257,20.5257,20.5679,20.68765,20.35235,-1786.65301401328,-1725.76728567629,-1804.16485092978,-1786.47405614304,-1790.3930423361,-1805.00394063667,-1804.7448610056,0.997206797278291,0.99674537662323,0.997384661856975,0.997205276862088,0.997231653186399,0.997356149376654,0.997381728723777,0.999999984029206,0.99999751117945,0.999843609583825,0.975624971418839,0.99999910957411,0.99855297496769,0.999869039255171,0.999999985824052,0.999998070004719,2.16402080982498e-26,2.12544587799048e-26,7.35354605336529e-24,0.999998844422963,0.999998844422962,6.47788609972907e-25,0.998492282150349,0.998492282150349,27.1547852349646,24.746134937325,0.763458536151589,0.962527869173849,13.773,27.1362923038763
"26",42,23.8571699279239,24.0528272833406,23.8856384615385,24.1025769230769,23.9917846153846,23.8856384615385,23.9917846153846,23.9917846153846,24.4303307692308,16.7596692307693,17.0163307692308,17.0163307692308,16.7596692307693,16.7421615384616,16.7421615384616,17.0163307692308,16.9576538461538,16.9567923076923,-778.550492525401,-1071.10878961452,-1341.27252710553,-778.425410536231,-778.661252483195,-780.338804225083,-1281.40007110343,0.997457081535574,0.999048657732751,0.999624660968769,0.997455630994445,0.997460059095593,0.997503050623784,0.999540787982922,0.999999995497058,0.999999533061371,0.991780654311095,0.14062034751888,0.999980138507605,0.969248808092102,0.997911357546032,0.999999995613442,0.999999570209587,1.02605992906536e-25,1.01445492684798e-25,3.73651984484328e-22,0.999999687234799,0.999999687234799,1.49396557235415e-25,0.971243359320826,0.971243359320825,23.8571699279239,39.9400381008134,0.637808757113428,1.07190011395952,14.3413,23.8478349487237
"27",44,20.8498273904928,20.5005534134497,20.84685,20.57945,21.60125,20.84685,20.84685,21.2274,20.84685,12.87865,12.87865,12.87865,12.87865,12.87865,12.87865,12.87865,12.57245,12.2097,-914.560231640851,-452.76737784242,-910.258327350847,-914.645886066668,-915.56401130418,-930.506457854843,-938.361138141535,0.999446828276607,0.997396002057068,0.99945378732664,0.999447100139937,0.999447768783465,0.99948631157806,0.999490043173747,0.999999951221968,0.999999322186771,0.986283594416697,0.80674788656414,0.99998679700139,0.995543858793793,0.999800121130478,0.999999945267542,0.999999303582094,1.79836435880079e-25,1.79693477390887e-25,2.07861747959396e-23,0.999992600435195,0.999992600435197,3.07443462387774e-25,0.993773399719412,0.993773399719411,20.8498273904928,15.3016960085731,0.282604031246835,1.33248301504875,NA,20.8413514027824
"28",46,24.5109444945158,24.5486474213676,24.1558076923077,24.5553384615385,23.8623076923077,24.1558076923077,24.1558076923077,24.0560307692308,24.0560307692308,21.4170364102564,21.4170364102564,21.4170364102564,21.4170364102564,21.4170364102564,21.4170364102564,21.4170364102564,21.4170364102564,21.4170364102564,-1181.18757449156,-1231.86539780243,-1405.4771137157,-1181.17228018682,-1181.27478743392,-1297.48958038084,-1377.22398954628,0.992908952526444,0.994023879765783,0.996757180248479,0.992908595229211,0.992907133057542,0.995283717991469,0.996413527806871,0.999999992027936,0.999994699265395,0.999700551400319,0.80083288598698,0.999999784317152,0.99979220985394,0.999891472661627,0.999999992029201,0.99999473897721,6.08872585914205e-25,6.11503007601096e-25,2.51796405917784e-22,0.999998579777568,0.999998579777568,3.04322505338402e-23,0.999899406476892,0.999899406476895,24.5109444945158,15.5732164945561,0.237371207304661,0.740410632661171,13.4235461538461,24.488826991631
"29",47,18.126666288376,17.86334777658,20.05085,19.10685,20.36965,20.05085,20.05085,19.51145,20.36965,15.345,15.14045,15.345,15.345,15.345,15.345,15.345,15.5505,15.23485,-912.950967752318,-681.28662084241,-1039.72798587162,-912.967144015445,-912.774482211771,-971.302272220894,-1007.37494750198,0.997768341397274,0.995179822431285,0.998581520565647,0.997768473252268,0.997767110712448,0.998200228998145,0.998408732748564,0.999999986500745,0.999999495240282,0.994973936911844,0.81111775735887,0.99999811047528,0.943295304378617,0.999929324765546,0.99999998539931,0.99999949105124,3.4341564630573e-25,3.44642634720717e-25,5.75762524442927e-23,0.99999934959647,0.999999349596469,8.13134772644067e-25,0.951269743167154,0.951269743167153,18.126666288376,13.7429461083362,0.267224229886139,0.957249497969768,NA,18.1134094501142
"30",48,22.8267537241336,22.7493513207721,22.15495,23.0422,21.82465,22.15495,22.15495,22.15495,22.15495,19.30315,18.90465,19.2327,19.30315,19.30315,19.30315,19.2327,18.4916,18.42385,-720.590739390242,-453.26114692748,-746.161824998151,-720.593079447529,-720.810551151042,-724.953689356967,-746.428953416428,0.988438230174985,0.97165759353065,0.989699764244079,0.988438268339912,0.98844528390902,0.988675275412405,0.989658822985696,0.999999993574371,0.999999043701904,0.998619824772167,0.794310685538549,0.99998612633502,0.999381615032819,0.999537174697018,0.999999993568907,0.999999048978247,7.30030350007031e-26,7.27705544003712e-26,3.58100375828699e-22,0.999998877688757,0.999998877688758,2.7856372371719e-24,0.998807112898281,0.998807112898282,22.8267537241336,17.7914452236927,0.425327924609028,0.959735436421229,15.14935,22.8156097584729
