"","row_label","curveid","topt_temp","topt_temp_cond","topt_weib","breadth_temp","breadth_temp_cond","breadth_weib","AIC_tleaf","AIC_tleaf_cond","concurvity_tleaf.para","concurvity_tleaf.s.tleaf.","concurvity_tleaf_cond.para","concurvity_tleaf_cond.s.cond.","concurvity_tleaf_cond.s.tleaf."
"23","worst22",1078,15.8559161616161,15.6000484848485,15.5957465749695,9.8627666666667,9.8327666666667,NA,-1393.47655726279,-1394.27954565791,2.58481897559027e-24,2.58355477536912e-24,3.22660207162405e-24,0.811453392840695,0.811453392840695
"24","worst23",1092,19.0576778939394,18.7977247811448,18.0500769168942,6.7387269230769,6.8679769230769,6.824,-1413.34347540786,-1981.29116037764,1.77186436708465e-29,1.67567284728767e-29,8.98688011906076e-23,0.996401976832896,0.996401976832894
"25","worst24",1094,17.6922452861953,17.6922452861953,19.334157319563,7.3831125,7.5872125,8.307,-3169.66579619498,-3360.16389738642,1.40578276154297e-23,1.40574513255292e-23,5.52856334556693e-23,0.954915985051053,0.954915985051053
"26","worst25",1112,24.9411507070707,24.7017580808081,24.630458593914,8.0028666666666,8.1776,9.116,-1544.40418860888,-1608.66406970645,9.36092554067194e-24,9.35227235577665e-24,1.32796524555381e-22,0.980346926078989,0.980346926078991
"27","worst26",1113,26.8727239057239,26.8727239057239,27.1502909479769,7.0033,7.0263,7.273,-589.78572180755,-589.584768754166,4.80878063516799e-26,4.84907808258363e-26,1.22827579820906e-25,0.994582741739414,0.994582741739414
"28","worst27",1119,20.8340194949495,21.2933246127946,20.9713143904841,8.3179666666666,7.8417,6.761,-637.440528649002,-700.627759300623,1.30383075066097e-23,1.30464348594806e-23,2.86497290792534e-23,0.964717606716166,0.964717606716164
"29","worst28",1121,16.4549872138047,16.2033113468013,16.4059512179975,7.3247875,7.76085,8.787,-3049.28311828783,-3278.48379033306,4.99128399989436e-24,4.98859615747024e-24,2.45891290401236e-23,0.990553198223571,0.990553198223571
"30","worst29",1122,13.654803479021,13.3959336778037,12.5629187982543,10.4656833333333,10.5791436538462,8.078,-3955.38682443463,-4204.68240527982,1.34095746092581e-23,1.34176629584743e-23,1.75799576793853e-22,0.997873815070955,0.997873815070955
"31","worst30",1125,15.0388866666667,14.3089266666667,14.5415076360782,7.4767666666667,7.7825333333333,7.862,-1153.42580164396,-1612.70096691378,7.02508686905017e-24,7.02793461042528e-24,2.52036909150501e-22,0.99838998428116,0.998389984281161
"32","worst31",1124,15.2978456565657,15.0404494949495,15.5847990625282,8.7383,8.7383,9.632,-1282.15533035777,-1286.89920321289,1.12126763543452e-23,1.12100843825019e-23,1.04583883174157e-22,0.985835957276665,0.985835957276664
"33","worst32",1129,14.8556143434343,14.610896969697,14.154336833875,9.47098666666663,9.46015666666663,8.861,-794.218447678018,-825.661404611699,4.51139664212518e-24,4.5121338178423e-24,8.92152905638971e-24,0.961570965067,0.961570965067
"34","worst33",1131,18.2538465319865,18.5230909427609,18.1718499049848,7.8058333333334,7.9451666666666,8.223,-781.932173543872,-798.736871395366,6.07393569955938e-25,6.08107372632679e-25,1.43474393641508e-24,0.989662297378383,0.989662297378383
"35","worst34",1142,23.3066424242424,23.3066424242424,23.2043675258839,6.8051,6.8051,6.832,-1391.79885018321,-1391.7966394386,5.15363623042163e-24,5.14284689539215e-24,5.95686769154354e-24,0.834082403796988,0.834082403796988
"36","worst35",1146,28.3582193939394,28.3582193939394,29.0475590987612,5.4372666666667,5.4372666666667,6.016,-793.134565967142,-793.132660957163,2.60186819019377e-28,2.63265150854508e-28,1.19001209462304e-27,0.967545226887596,0.967545226887595
"37","worst36",1147,23.3817487878788,23.6081482154882,22.6711247840188,4.8577333333333,4.8577333333333,6.642,-917.819797613115,-917.780648382414,2.11657941377311e-27,2.15967019691476e-27,3.17674354505749e-23,0.962852683403566,0.962852683403566
"38","worst37",1149,13.6170913888889,14.126984452862,14.7546613478411,6.4715458333334,5.9575708333334,6.52,-2652.8177767061,-2793.60109232379,2.22050245939189e-23,2.21839036235374e-23,1.23659267060945e-22,0.996382623871792,0.996382623871792
"39","worst38",1153,15.6355215488215,15.6355215488215,15.7568450389892,8.4910666666667,8.4910666666667,8.681,-1392.89311161447,-1392.95666614582,3.01322464064867e-28,2.99739877788792e-28,8.36830368777318e-25,0.992573244881923,0.992573244881922
"40","worst39",1162,14.5590608080808,14.5590608080808,13.5236073927128,11.77746,11.77746,9.425,-1801.05438050053,-1801.01529416383,1.72997757126779e-27,1.74566754029211e-27,2.91178571042269e-27,0.978093098433028,0.978093098433029
"41","worst40",1163,22.021768476431,21.5130190488216,20.4437856313812,9.5667375,9.1666458333334,7.666,-3402.1782056163,-3646.98527930315,5.63943446721246e-29,5.09720975348082e-29,4.66736562221647e-28,0.993951389799558,0.993951389799557
"42","worst41",1030,22.7190264646465,22.491146936027,22.7326788916577,4.6922666666667,0,4.748,431.798255395926,-309.849737410824,3.11349989466096e-24,3.10754716012491e-24,4.45948321443329e-24,0.975590503654251,0.97559050365425
"43","worst42",1035,26.9805787878788,24.9113939393939,25.9172390512383,6.1638333333333,6.0326666666667,8.387,-456.209502843659,-659.868265898595,2.01905964396911e-23,2.01978418477439e-23,1.04390445493903e-22,0.99177736627079,0.99177736627079
"44","worst43",1039,16.9960228956229,17.8633548821549,18.3618305779055,9.4912666666667,9.1422333333333,8.634,-1468.47333691455,-1580.01538350224,9.87956377813575e-24,9.88048036798284e-24,6.85234780958507e-23,0.994654485795527,0.994654485795527
"45","worst44",1052,26.4699444444444,26.8617888888889,26.7498674706632,5.6428,6.0031666666667,6.218,-1936.72070412377,-1981.85320989439,1.87443566269192e-25,1.87949177797536e-25,9.35561345054384e-25,0.993085659663411,0.993085659663411
"46","worst45",52,25.7545439393939,25.7545439393939,25.38168177973,14.4079,14.69705,14.258,-971.560636920809,-1035.65051698744,2.31161366360175e-24,2.31241968501477e-24,7.17969619731282e-24,0.935969004645471,0.935969004645472
"47","worst46",48,21.4408560606061,21.4408560606061,22.7493513207721,13.11045,13.21235,10.565,-664.908242941631,-723.985439814327,2.50196038195548e-23,2.50303403579461e-23,2.55965719450807e-22,0.991720075607289,0.991720075607288
"48","worst47",58,22.9621971030821,22.4729248756799,22.8466658905684,7.2304384615385,7.0054923076923,6.613,-393.259000003904,-1205.30785828652,1.97829002091741e-23,1.97680223231468e-23,1.0336799754616e-22,0.988227794657079,0.988227794657081
"49","worst48",59,17.9012613830614,14.9965989121989,17.347941104945,6.3241538461539,6.4849461538461,6.211,37.4947276802609,-592.224926428134,2.00194179011749e-27,1.89973200837453e-27,3.66327323401436e-23,0.999124100710593,0.999124100710593
"50","worst49",57,19.9149287878788,19.6798318181818,20.6130113721183,9.72615,9.32745,9.033,-746.9762183677,-1002.38085137956,1.18426994215894e-23,1.18407930906035e-23,1.2388210336562e-22,0.987422986613696,0.987422986613696
"51","worst50",61,20.8280045454545,20.8280045454545,21.2073256245584,8.3717,8.83575,7.742,-685.950401534623,-991.409496575746,2.36942455673329e-23,2.36867182343383e-23,1.6679751402938e-22,0.995592543492317,0.995592543492316
"52","worst51",62,18.5987111111111,18.5987111111111,18.1692161748481,6.9229,7.11355,7.319,-675.344822932029,-729.371665860611,1.04425170748291e-23,1.04413170598784e-23,2.52289399093773e-22,0.99689608884978,0.99689608884978
"53","worst52",69,19.0354318181818,19.0354318181818,19.0283100051588,7.4741,7.37715,7.86,19.5306406731692,17.0848432804743,1.2393707714557e-23,1.23905712202642e-23,1.1921729033085e-22,0.993456135394414,0.993456135394416
"54","worst53",70,21.7201727272727,20.3548636363636,21.1032590209566,11.52515,9.3279,7.545,-99.5699522817904,-494.429335372169,2.03172577221604e-28,2.13381328604814e-28,1.50576693149626e-24,0.990937021632212,0.990937021632211
"55","worst54",9,24.9052461538461,25.6134641025641,25.4534931049291,8.8447538461539,8.6185538461538,9.333,-1299.80845760886,-1558.27559388169,3.56075352923577e-28,3.58329209330076e-28,1.21688172801597e-23,0.984431358333062,0.984431358333062
"56","worst55",4,22.8098704545455,22.8098704545455,23.5599348966492,9.46815,8.8606,10.472,-746.711332658627,-875.186375592877,7.71909382781731e-28,6.89902991003937e-28,3.08459552690248e-23,0.970385669769549,0.970385669769548
"57","worst56",7,23.4742247474747,23.7127146464646,23.5567720195175,9.1437,8.09645,9.169,-607.627526817358,-946.178635260328,3.08993820900747e-29,3.56419407527459e-29,1.64176127510853e-24,0.997595877567683,0.997595877567683
"58","worst57",10,25.09974375,27.87355625,26.1613528918936,11.2677724358975,11.3551108974359,12.199,-213.082352828136,-567.879365172379,7.33309120563727e-28,6.47103772159491e-28,2.20566792590468e-22,0.998048877014227,0.998048877014227
"59","worst58",12,27.5185212121212,23.8703318181818,27.4678299412559,11.29515,11.04395,11.49,-1063.77134538015,-1235.13763838825,8.33995731696948e-30,9.29891756615654e-30,3.75234171544723e-28,0.996551692512731,0.99655169251273
"60","worst59",13,22.0662937062937,22.3106773892774,22.1695069524312,8.8380461538462,8.2925846153846,8.306,-505.263976732299,-857.201161963323,1.61486915754832e-23,1.61521497080057e-23,2.94340191691401e-23,0.976454381242444,0.976454381242444
"61","worst60",14,21.8456651515152,20.9958247474747,21.8354377873318,8.6081,8.7112,9.004,-888.099628122916,-957.17732671229,3.06130797841487e-28,3.05416948841144e-28,6.41313196149695e-22,0.999540368989266,0.999540368989266
"62","worst61",15,23.5364833333333,23.3324227272727,23.3426972109911,10.1533,9.7869,9.665,-781.056223529469,-896.860027225861,1.27127515163875e-23,1.27136157478983e-23,2.42342823722773e-23,0.930785851111152,0.930785851111152
"63","worst62",17,27.4978686868687,27.2482863636364,27.8524119960998,10.93145,11.253,11.135,-527.262161938143,-641.074923713043,3.87152961120315e-28,3.37830496441752e-28,1.7222130088822e-25,0.982353448261138,0.982353448261136
"64","worst63",72,21.4167416666667,21.1436451515152,21.8104125539037,10.1335,9.9699,9.507,-515.930031786864,-737.739475215604,4.50549418273064e-30,5.58062852565797e-30,4.51380218618816e-28,0.991464881804247,0.991464881804247
"65","worst64",75,19.7718106837607,19.3176863170163,19.711714393059,6.9191923076923,7.3036307692308,7.465,-819.526900478989,-890.717910066959,2.31240432701457e-23,2.31297798323153e-23,9.6306712884977e-23,0.999375727054537,0.999375727054538
"66","worst65",76,21.2871888111888,21.5007383216783,21.9350007474652,9.1282769230769,9.7503,9.70500000000001,-1108.52565025927,-1346.85467864224,4.65119207165062e-24,4.65369237412222e-24,4.83411154691213e-23,0.997144711335073,0.997144711335073
"67","worst66",95,19.5920666666667,18.1029722222222,19.0815482069698,7.25735,7.90545,8.455,-764.443122636192,-937.833549757799,1.1671975400327e-28,1.13293350608082e-28,5.35969511990348e-27,0.999068273555301,0.999068273555302
"68","worst67",98,21.537344949495,21.7499606060606,21.740920998088,8.99075,8.643,8.3,-614.955214449074,-805.28038226158,1.6885317034831e-30,6.11492186154406e-30,1.08399730166415e-23,0.994185867746827,0.994185867746828
"69","worst68",101,21.4895343434343,21.4895343434343,20.8460502456009,9.05425,9.1652,8.893,-755.097133579909,-775.54504927243,9.75870867663786e-29,8.29727041270929e-29,1.31103489945571e-27,0.983982404717828,0.983982404717828
"70","worst69",63,28.48755,28.48755,22.6364763567843,1.35275,1.4372,9.536,-206.763734222797,-227.534264886227,1.16167072561435e-28,1.33511298344872e-28,1.19314724963502e-27,0.996240092852159,0.996240092852159
"71","worst70",66,23.8441727272727,23.3912272727273,23.6484590674347,12.31755,12.40105,11.773,-786.190779754026,-894.288291551562,1.2220166631427e-23,1.22160931097982e-23,1.81153870444002e-22,0.96911912166386,0.96911912166386
"72","worst71",68,22.9545777777778,22.5087858585859,22.9615027979565,8.5768,8.8599,8.718,-774.71800946857,-859.873489083692,1.84985592203204e-23,1.84931958305495e-23,1.08468658352282e-22,0.997468610042923,0.997468610042923
"73","worst72",3,21.7188926184926,21.9432509324009,21.785415416075,8.9380083333334,8.7489333333333,8.707,-354.411701892534,-1135.7120285525,1.42719862149985e-27,1.23452305529397e-27,2.58580502916746e-26,0.987727435660342,0.987727435660342
"74","worst73",6,23.7767646464646,23.579695959596,23.4655617170427,7.417,8.1752,7.645,-407.649250676608,-965.736445158015,9.73772822322223e-24,9.73815615283036e-24,1.16430306094465e-22,0.997311236847199,0.9973112368472
"75","worst74",2,26.3630461538461,26.3630461538461,23.3452849782458,2.5242076923077,2.5769230769231,9.267,-330.463296415604,-405.749376144975,5.92409092695005e-29,5.28663199881815e-29,7.54191740792847e-27,0.998744925584246,0.998744925584245
"76","worst75",1,22.6537236985237,22.6537236985237,22.5707660857606,9.9991153846154,9.723123076923,9.541,-647.722086333631,-1024.19254334282,1.0665610505051e-27,1.09176833628568e-27,1.82203401470306e-23,0.986184679991535,0.986184679991535
"77","worst76",5,23.2019939393939,23.6652333333333,23.1842815449715,9.3974,9.59565,9.226,-270.149642151949,-426.801568134851,1.04501802429944e-23,1.04567908776436e-23,2.0929076331551e-23,0.995730146458895,0.995730146458895
"78","worst77",11,21.5236591006216,21.2911417832168,21.299696705941,7.2881461538462,7.6904615384615,7.183,-1590.27760027264,-2320.7550127748,3.34752848568282e-25,3.35652257081733e-25,6.97872920359932e-24,0.998401746373139,0.998401746373139
"79","worst78",33,21.2290647241647,23.7774964257964,20.8050509920943,6.8476615384615,7.1192769230769,8.391,-84.2949949241382,-511.38892547917,7.06270598274394e-28,7.09310548495999e-28,9.38241083698904e-27,0.979976499749536,0.979976499749534
"80","worst79",38,24.9152879564879,24.9152879564879,25.0358830388663,10.4215923076923,10.5215538461539,10.552,-293.976141287992,-1454.07512483346,1.76596683449107e-23,1.76623418330213e-23,7.63230989806612e-23,0.991666418532572,0.99166641853257
"81","worst80",40,27.0387338383838,25.8527212121212,27.5237037937111,13.16395,13.48825,13.19,-1599.23660490894,-1706.78251868901,3.04839819171988e-29,4.7445869734332e-29,2.00158975607268e-28,0.997334929052397,0.997334929052399
"82","worst81",42,23.699934965035,23.699934965035,24.0528272833406,8.9948153846154,8.8979384615385,9.702,-763.411025221835,-1047.91824679044,2.27107514118477e-28,2.27032530179818e-28,4.5417171739876e-25,0.938198423010707,0.938198423010708
"83","worst82",83,21.5632788888889,20.8464772222222,21.1292766137889,5.3493769230769,6.1575307692308,6.632,-844.604555983827,-1745.83097825494,3.12828284034985e-29,3.58122665788063e-29,1.56701726752561e-27,0.999214023973222,0.999214023973221
"84","worst83",86,25.1699755555556,17.7507022222222,24.6127333392645,7.7551,8.1957,7.844,-773.777877136135,-1116.6601590473,1.58650912179132e-28,1.14132793746165e-28,1.786060974069e-27,0.999072645479769,0.99907264547977
"85","worst84",94,22.0533641414141,21.5562934343434,21.9726376055229,7.4248,7.64575,8.374,-877.910341191914,-947.775786382424,9.63801181704428e-24,9.6257574489177e-24,2.6210685497008e-22,0.999633311830811,0.999633311830812
"86","worst85",96,21.7765454545455,20.2189005050505,21.3132185606105,6.76035,7.6606,7.536,-491.701002109871,-910.692763687312,1.3180456857603e-23,1.3179877734043e-23,1.87546871446857e-22,0.999155964370495,0.999155964370494
"87","worst86",97,22.1000590909091,21.85995,22.2453020290048,6.6379,6.49885,6.99,-1037.53298638226,-1058.2458750463,2.09700852206162e-28,1.65335308860272e-28,1.16283703547685e-27,0.997395300912752,0.997395300912752
"88","worst87",99,22.9171606060606,22.2425651515152,22.5145855518963,7.1609,7.5351,7.838,-628.499850571581,-780.02734904003,1.44627537182508e-23,1.44679820247936e-23,1.15603758916182e-22,0.997950338639807,0.997950338639807
"89","worst88",100,25.3261338383838,25.5570015151515,25.3712684986237,12.43455,11.9208,11.376,-697.437263906181,-720.734607956939,1.47438731319601e-23,1.47410251361992e-23,2.95776880579842e-23,0.853124074200059,0.853124074200057
"90","worst89",118,22.7524368686869,21.9529297979798,21.9705184045454,8.79565,8.79565,9.679,-744.235348304454,-879.631859528648,3.07127844152424e-23,3.06981156338006e-23,9.00082056621658e-23,0.996659984824865,0.996659984824865
"91","worst90",119,22.0392454545455,21.4277,21.2460645239099,8.05085,8.4333,8.467,-206.959641557082,-279.73915918871,4.90471810374336e-23,4.90477045576387e-23,6.63972501124321e-22,0.997587704618815,0.997587704618815
"92","worst91",120,22.0798580808081,22.3163282828283,21.4739735479723,7.4463,7.4602,8.299,-147.06689243889,-475.835417421116,7.50448638209451e-28,7.69916338362833e-28,3.02631857651415e-24,0.993560111248587,0.993560111248587
"93","worst92",121,20.5709045454545,20.9820358585859,20.4187693719138,3.83835,3.261,4.766,517.979894895576,470.264034072504,2.04440792773834e-28,1.69184891377927e-28,5.31683462807613e-27,0.993362431194289,0.993362431194289
"94","worst93",21,22.587495770202,21.1733840277778,22.7528575478282,9.371275,9.3405583333334,9.962,-1905.480896906,-1984.73218622239,1.17192057694553e-26,1.1768728455368e-26,4.36276587871644e-26,0.99802656449472,0.99802656449472
"95","worst94",125,23.3895506216006,23.3895506216006,23.4966018325393,8.8669692307692,8.1618538461538,8.754,-937.924483773595,-1682.78048561552,2.33359035577886e-28,2.15943219695924e-28,3.41098183030756e-26,0.997894456952504,0.997894456952503
"96","worst95",124,27.6860206682207,27.9113475524475,26.996683597283,7.0596846153846,7.3447692307693,8.72,-1387.24926435145,-1910.3800917258,1.51656212345091e-27,1.52167433316652e-27,3.63337749670747e-27,0.992096347575001,0.992096347575001
"97","worst96",126,23.0182025252525,23.2286515151515,22.90843312762,7.67295,8.0585,7.716,-665.576046841928,-914.099382592217,3.17983719254089e-23,3.17962082891592e-23,1.36145732309199e-21,0.997087663557742,0.997087663557742
"98","worst97",127,23.5963171717172,23.360254040404,22.5557544831901,7.49065,7.66945,7.146,-729.997680412444,-1164.83252791523,7.90454563615398e-30,1.13939117321543e-29,6.56937863333749e-28,0.997700470316018,0.997700470316017
"99","worst98",25,21.1635909090909,20.9146171717172,20.0371390437503,8.60365,8.07335,7.826,-944.841793539572,-1371.25462292637,3.09355652985099e-23,3.09388098545703e-23,2.35617279775484e-22,0.998657668578007,0.998657668578005
"100","worst99",31,20.1730166666667,20.1730166666667,19.6063565260929,6.9605,7.89665,5.137,-943.400079091163,-1724.68209149538,2.44421321751519e-23,2.44428572147401e-23,1.49074978437887e-22,0.997495711949374,0.997495711949374
"101","worst100",22,19.1172263273763,18.4016834757834,18.1792780122504,8.6192846153846,8.6053846153846,7.14,-461.260146748624,-931.34712415585,1.27591760791798e-28,1.06900830400424e-28,5.01972764289153e-27,0.99448679954657,0.99448679954657
"102","worst101",26,23.0469282051282,23.0469282051282,21.2919857893849,7.1869384615384,6.5914307692308,8.163,-409.913131198403,-557.38444843542,9.41182582615027e-24,9.41221908101176e-24,3.54584300322422e-23,0.9850921328472,0.9850921328472
"103","worst102",27,13.5187,13.5187,16.5449711357282,7.60755,7.60755,6.017,-631.376805339409,-631.292627091064,4.26050902284219e-29,2.67922984701326e-29,1.81236006998324e-27,0.995616101754955,0.995616101754955
"104","worst103",28,21.10395,21.10395,20.7106266033748,10.14675,9.88885,10.826,-846.064122263894,-894.827558291416,4.75743807456364e-28,4.77290129307077e-28,1.20552720970176e-27,0.881550370301413,0.881550370301414
"105","worst104",44,22.1291227272727,21.6695590909091,20.5005534134497,10.3973,10.12245,8.437,-478.679492081608,-536.270603696561,2.37698163524951e-23,2.3780637068719e-23,5.77160316315046e-23,0.938969387527391,0.938969387527392
"106","worst105",47,20.358051010101,20.1316090909091,17.86334777658,12.24435,12.36865,10.931,-899.839061775788,-991.680747599408,1.95025411752298e-29,3.19199229275068e-29,1.59777312442089e-28,0.883873691941413,0.883873691941412
"107","worst106",46,24.2262391245792,25.9569087334888,24.5486474213676,12.1007307692308,12.3503769230769,14.456,-939.603178847308,-1247.98094108013,1.90774446229397e-23,1.90795758236999e-23,4.91072421101265e-23,0.990911880801738,0.990911880801738
"108","worst107",54,25.4059070707071,25.1652621212121,23.7320765644562,15.8516,15.39805,13.09,-706.301866643068,-764.918857364306,1.33924457231947e-23,1.33899908656256e-23,3.79338925279958e-23,0.943376350228087,0.943376350228088
"109","worst108",115,21.0342363636364,21.2524984848485,20.2054004180334,9.126,9.51485,11.165,-734.326075933941,-1019.66055745459,4.78614649058626e-25,4.76095109922941e-25,8.75427619902747e-24,0.984449014320978,0.984449014320979
"110","worst109",114,22.1251404040404,21.9065636363636,21.9411225581499,8.4524,8.9983,9.088,-874.84422051412,-987.295776499183,1.60878067103855e-23,1.60855352306982e-23,5.32999659954588e-23,0.987769278093724,0.987769278093724
"111","worst110",78,28.4158207070707,28.898445959596,26.2540084343599,9.19525,10.43495,9.855,-1353.39652292063,-1533.90762628195,6.88509809612036e-28,6.43881811217599e-28,4.57770990509214e-27,0.97021057418347,0.97021057418347
"112","worst111",79,24.725438989899,24.9976222222222,22.5401660440197,5.377,5.06516,6.529,-794.087924470284,-967.974217012814,3.77801922112535e-27,3.92834645625608e-27,6.96825489485008e-26,0.811645222693081,0.811645222693082
"113","worst112",81,17.31555,17.31555,19.8363904626488,8.00435,7.53315,9.526,-1489.27301626203,-1594.0406305155,4.50700014213544e-28,4.76076705705196e-28,1.41110230900625e-27,0.977091307807151,0.977091307807151
"114","worst113",82,21.6956128787879,20.9911672727273,20.6644267188966,9.261185,7.180425,10.259,-964.158074478774,-1094.45908710577,1.03306827608285e-28,9.24675732596419e-29,3.09345313354719e-28,0.858231378987335,0.858231378987336
"115","worst114",1054,15.392302516835,14.9211832154882,15.5009925951273,7.6915666666667,7.2555833333333,7.435,-3317.56701698923,-3376.7934818828,2.72051993666808e-28,2.57055345464437e-28,4.43254836909126e-27,0.961034524537474,0.961034524537474
"116","worst115",1063,19.7150858585858,19.7150858585858,19.9579927757504,10.8698,10.8998,NA,-322.697765897065,-327.02110854206,4.55465996313651e-24,4.54633278774342e-24,6.5653224634312e-24,0.828379854534133,0.828379854534132
"117","worst116",1097,21.8918212121212,21.6424484848485,22.2671049567103,8.1996666666666,7.8997666666666,7.791,818.35115345788,813.497250877538,1.42489808477069e-28,1.59573337866795e-28,3.28959046213376e-25,0.962942018276799,0.9629420182768
"118","worst117",1101,19.6259178451179,19.1087468013468,19.3789650366542,9.5824666666667,9.4211,9.401,645.896954043891,642.712827874347,1.44945091765021e-23,1.44935849125481e-23,4.64945981734524e-23,0.976814364771611,0.976814364771611
