curveid,tleaf_opt,tleaf_cond_opt,weib_Topt,weib_breadth,tleaf_breadth,tleaf_cond_breadth
115,21.0342363636364,21.2524984848485,20.2054004180334,11.165,21.60795,21.60795
114,22.1251404040404,21.9065636363636,21.9411225581499,9.088,1,1
114,22.1251404040404,21.9065636363636,21.9411225581499,9.088,100,100
114,22.1251404040404,21.9065636363636,21.9411225581499,9.088,21.6391,21.6391
78,28.4158207070707,28.898445959596,26.2540084343599,9.855,80,81
78,28.4158207070707,28.898445959596,26.2540084343599,9.855,44,47
78,28.4158207070707,28.898445959596,26.2540084343599,9.855,8.68725454545455,8.2046292929293
79,24.725438989899,24.9976222222222,22.5401660440197,6.529,1,1
79,24.725438989899,24.9976222222222,22.5401660440197,6.529,100,100
79,24.725438989899,24.9976222222222,22.5401660440197,6.529,26.94614,26.94614
81,17.31555,17.31555,19.8363904626488,9.526,36,36
81,17.31555,17.31555,19.8363904626488,9.526,21,21
81,17.31555,17.31555,19.8363904626488,9.526,3.49466666666666,3.49466666666666
82,21.6956128787879,20.9911672727273,20.6644267188966,10.259,1,41
82,21.6956128787879,20.9911672727273,20.6644267188966,10.259,100,32
82,21.6956128787879,20.9911672727273,20.6644267188966,10.259,23.246705,2.11333681818182
1054,15.392302516835,14.9211832154882,15.5009925951273,7.435,35,36
1054,15.392302516835,14.9211832154882,15.5009925951273,7.435,16,9
1054,15.392302516835,14.9211832154882,15.5009925951273,7.435,4.47563336279462,6.36011056818183
1063,19.7150858585858,19.7150858585858,19.9579927757504,,39,40
1063,19.7150858585858,19.7150858585858,19.9579927757504,,1,1
1063,19.7150858585858,19.7150858585858,19.9579927757504,,8.2711797979798,8.48884242424242
1097,21.8918212121212,21.6424484848485,22.2671049567103,7.791,1,1
1097,21.8918212121212,21.6424484848485,22.2671049567103,7.791,100,100
1097,21.8918212121212,21.6424484848485,22.2671049567103,7.791,24.6879,24.6879
1101,19.6259178451179,19.1087468013468,19.3789650366542,9.401,1,1
1101,19.6259178451179,19.1087468013468,19.3789650366542,9.401,100,100
1101,19.6259178451179,19.1087468013468,19.3789650366542,9.401,25.5999666666666,25.5999666666666
1108,11.1550666666667,11.1550666666667,16.1195194704139,,1,1
1108,11.1550666666667,11.1550666666667,16.1195194704139,,100,100
1108,11.1550666666667,11.1550666666667,16.1195194704139,,25.2413666666666,25.2413666666666
1151,13.2841499873737,13.2841499873737,14.1046871732029,7.001,48,51
1151,13.2841499873737,13.2841499873737,14.1046871732029,7.001,15,14
1151,13.2841499873737,13.2841499873737,14.1046871732029,7.001,8.56951708333332,9.60824642676766
1155,17.1092787878788,17.1092787878788,17.5656117010406,6.871,1,1
1155,17.1092787878788,17.1092787878788,17.5656117010406,6.871,100,100
1155,17.1092787878788,17.1092787878788,17.5656117010406,6.871,25.5524,25.5524
1004,17.0465660353535,12.0007,16.6361326470059,7.652,31,1
1004,17.0465660353535,12.0007,16.6361326470059,7.652,17,100
1004,17.0465660353535,12.0007,16.6361326470059,7.652,3.07139671717172,21.7191625
1014,18.1558037425537,17.4605093758093,19.9021332652291,8.322,48,44
1014,18.1558037425537,17.4605093758093,19.9021332652291,8.322,12,8
1014,18.1558037425537,17.4605093758093,19.9021332652291,8.322,8.3435324009324,8.3435324009324
1025,15.8219410774411,15.8219410774411,15.7203342399073,6.212,1,1
1025,15.8219410774411,15.8219410774411,15.7203342399073,6.212,100,100
1025,15.8219410774411,15.8219410774411,15.7203342399073,6.212,21.7041833333333,21.7041833333333
